system:index,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
60792_0,25,1,51,67,71,3,1,51,7,37,13,5
60793_0,21,4,103,106,94,0,5,51,23,48,24,4
60794_0,48,2,117,117,133,2,4,96,15,81,34,5
60795_0,23,7,52,43,50,6,14,36,27,43,27,11
60796_0,55,7,148,121,137,4,16,102,31,114,52,15
60797_0,15,1,27,33,37,1,1,31,4,15,7,2
60798_0,26,2,60,67,74,2,1,55,7,38,15,4
60799_0,35,10,74,62,71,8,19,57,35,62,37,15
60800_0,26,17,50,49,60,19,17,47,24,45,24,16
60801_0,24,1,46,56,63,1,1,50,6,29,12,4
60802_0,27,1,56,70,74,2,1,60,7,35,15,5
60803_0,29,1,64,76,82,1,1,63,6,39,18,4
60804_0,4,8,14,14,14,7,1,8,2,7,6,6
60805_0,34,3,66,78,86,4,2,60,10,54,17,7
60806_0,6,11,22,21,22,9,1,14,3,12,8,8
60807_0,38,1,93,90,98,1,3,73,14,61,27,4
60808_0,3,12,10,12,12,7,1,9,2,4,7,7
60809_0,48,7,118,103,125,5,17,93,39,104,51,14
60810_0,49,11,106,91,105,8,24,86,43,95,53,20
60811_0,2,15,11,12,12,6,1,7,5,4,7,9
60812_0,94,6,202,170,194,3,19,156,54,154,70,18
60813_0,32,19,51,55,67,29,15,51,22,41,22,18
60814_0,17,1,28,35,36,1,1,32,5,17,7,3
60815_0,3,9,13,16,13,6,2,10,2,6,6,7
60816_0,17,4,32,35,36,3,2,36,7,22,10,4
60817_0,8,7,20,24,23,6,2,18,6,13,9,6
60818_0,2,0,22,12,39,0,4,41,3,10,2,7
60819_0,50,10,86,87,103,12,16,82,31,72,39,18
60820_0,12,1,39,50,49,2,0,26,4,15,11,2
60821_0,29,10,66,56,65,8,18,52,33,55,33,13
60822_0,49,4,124,108,118,2,10,91,25,83,37,9
60823_0,32,1,89,82,87,1,5,63,16,67,25,5
60824_0,11,10,19,19,22,12,8,14,14,14,9,8
60825_0,58,4,170,144,173,1,8,110,23,111,53,9
60826_0,33,12,70,66,74,11,17,62,34,61,34,16
60827_0,47,2,100,97,105,1,4,84,17,72,30,5
60828_0,20,16,46,52,52,13,1,45,7,27,14,11
60829_0,3,5,12,17,15,3,1,10,4,6,6,3
60830_0,40,1,108,97,104,1,6,78,18,79,31,6
60831_0,8,3,21,26,27,3,1,20,2,13,6,3
60832_0,5,4,17,21,22,3,1,14,3,10,6,4
60833_0,8,20,20,23,21,15,1,17,3,10,12,12
60834_0,108,9,275,204,243,3,18,199,49,207,98,22
60835_0,45,2,121,121,136,1,3,95,14,79,31,5
60836_0,11,12,22,30,29,8,3,22,8,17,11,8
60837_0,18,1,31,36,40,0,1,35,5,18,9,3
60838_0,25,1,57,81,86,1,1,52,6,42,13,5
60839_0,39,12,68,52,57,9,23,61,39,62,43,16
60840_0,7,4,21,25,26,3,1,19,3,14,7,5
60841_0,5,8,14,19,19,5,1,13,2,7,7,5
60842_0,26,2,57,58,68,1,1,52,8,39,16,5
60843_0,29,1,61,80,86,2,2,62,7,38,14,5
60844_0,47,13,115,83,100,9,22,78,38,97,60,18
60845_0,68,6,168,147,176,2,8,133,34,120,63,15
60846_0,14,3,84,54,73,0,4,38,15,35,13,3
60847_0,88,4,244,191,229,1,11,174,34,160,74,14
60848_0,26,8,29,22,28,9,20,25,35,30,23,13
60849_0,6,3,15,20,20,3,1,15,1,11,5,3
60850_0,21,2,47,68,68,1,1,47,6,28,12,4
60851_0,32,2,96,86,99,1,3,62,11,55,24,3
60852_0,37,15,59,68,79,21,15,62,24,47,24,18
60853_0,82,8,176,160,185,5,19,146,52,142,67,20
60854_0,25,1,55,79,79,2,1,50,6,39,13,4
60855_0,64,3,187,151,186,1,8,126,28,124,55,10
60856_0,40,14,74,56,63,11,29,62,44,68,47,20
60857_0,51,1,132,115,122,1,7,100,23,95,38,7
60858_0,29,9,45,35,40,7,18,37,33,39,28,14
60859_0,54,14,106,76,90,12,28,77,46,91,53,21
60860_0,7,3,21,25,26,3,1,19,2,14,6,3
60861_0,25,10,54,63,62,11,1,49,10,30,16,11
60862_0,25,2,38,40,45,1,2,48,10,29,12,4
60863_0,95,8,258,196,230,2,15,187,43,190,93,20
60864_0,50,2,160,140,132,0,7,95,26,77,41,6
60865_0,1,6,11,13,12,3,1,7,1,4,5,4
60866_0,57,3,169,149,164,1,7,119,23,107,48,8
60867_0,51,10,101,100,122,11,19,92,39,88,46,18
60868_0,35,2,108,97,109,1,5,69,17,72,30,5
60869_0,24,16,47,46,57,19,16,42,21,42,22,16
60870_0,47,2,113,116,132,2,3,99,13,76,29,7
60871_0,3,5,12,18,18,4,1,10,2,6,7,3
60872_0,12,0,39,39,56,0,2,47,3,19,9,5
60873_0,41,2,90,90,103,1,2,77,12,63,27,5
60874_0,37,9,74,49,63,8,19,50,31,60,37,14
60875_0,7,2,36,28,54,15,0,55,5,14,11,4
60876_0,8,12,25,29,30,10,1,22,3,16,9,8
60877_0,11,12,35,36,38,10,1,25,4,19,10,9
60878_0,9,1,60,36,71,6,0,49,21,25,24,3
60879_0,39,10,93,63,80,9,20,57,32,74,43,14
60880_0,9,29,18,24,21,24,2,19,4,10,13,14
60881_0,2,16,13,13,14,9,1,8,2,5,9,9
60882_0,53,4,77,87,97,8,9,84,28,60,30,12
60883_0,11,13,24,25,29,16,14,21,15,21,12,11
60884_0,7,5,20,22,22,6,1,18,6,13,9,5
60885_0,84,4,211,154,203,2,13,148,26,125,104,17
60886_0,37,7,70,56,62,4,17,60,34,56,36,13
60887_0,57,2,146,119,156,1,8,110,18,83,62,9
60888_0,2,10,9,8,9,5,0,5,3,3,6,7
60889_0,22,10,39,30,36,8,18,28,29,35,24,13
60890_0,15,14,41,43,46,12,1,34,6,23,11,10
60891_0,4,7,12,18,18,5,1,11,2,6,8,4
60892_0,4,10,19,18,18,8,0,11,3,9,7,6
60893_0,83,7,211,172,195,2,15,153,38,156,71,17
60894_0,72,11,212,148,186,5,21,135,44,167,87,22
60895_0,2,13,10,11,10,6,0,5,5,4,6,9
60896_0,24,2,44,60,60,2,2,48,7,33,13,5
60897_0,28,3,56,83,81,3,1,59,8,33,15,6
60898_0,8,0,67,41,83,3,1,45,9,30,14,1
60899_0,3,7,14,16,16,5,1,11,1,6,6,5
60900_0,3,6,10,13,12,5,1,8,2,5,5,4
60901_0,4,6,13,17,17,5,1,12,2,6,6,5
60902_0,48,5,122,103,119,2,14,86,27,93,44,12
60903_0,14,15,39,37,40,11,1,27,6,24,12,9
60904_0,29,8,68,57,67,7,15,50,31,55,33,12
60905_0,8,8,10,16,13,7,4,11,8,9,9,7
60906_0,22,4,41,43,47,3,2,44,9,30,12,5
60907_0,28,1,82,78,87,1,3,56,11,51,22,3
60908_0,23,1,50,64,67,1,2,59,6,32,12,6
60909_0,32,4,59,80,78,4,1,58,9,41,15,7
60910_0,31,24,50,53,63,29,17,53,23,40,22,22
60911_0,23,1,53,53,63,1,1,44,7,38,15,3
60912_0,46,8,86,92,107,12,14,81,29,68,35,17
60913_0,4,7,11,17,16,5,1,12,3,5,9,4
60914_0,35,1,71,74,80,1,2,66,13,47,21,3
60915_0,26,9,41,29,34,7,19,32,29,36,27,11
60916_0,2,12,13,12,12,10,0,6,1,5,7,6
60917_0,4,7,12,16,16,5,1,11,2,6,6,5
60918_0,35,1,69,73,79,1,1,64,13,46,21,3
60919_0,15,14,16,18,18,14,9,16,18,15,13,10
60920_0,7,4,21,23,24,4,1,16,2,13,6,3
60921_0,63,11,141,115,133,6,24,113,45,117,64,21
60922_0,19,1,39,39,47,0,1,37,8,24,11,3
60923_0,17,4,37,39,42,3,2,37,7,26,10,5
60924_0,2,9,12,12,12,7,0,6,1,5,6,6
60925_0,28,8,37,26,31,8,22,29,36,35,26,14
60926_0,61,7,160,129,150,2,14,115,34,123,61,15
60927_0,37,0,68,69,78,1,3,68,15,40,21,4
60928_0,47,7,98,81,90,4,19,82,38,80,49,17
60929_0,22,16,42,42,49,16,8,33,15,32,16,14
60930_0,74,9,199,157,189,4,18,136,40,154,75,19
60931_0,32,10,42,31,35,7,21,38,36,38,29,13
60932_0,5,2,37,29,60,18,0,42,6,13,8,3
60933_0,26,1,55,56,62,0,1,51,10,35,16,3
60934_0,78,6,182,147,169,2,18,137,42,136,63,18
60935_0,11,3,26,34,34,2,1,29,3,16,8,4
60936_0,3,3,13,18,19,3,1,10,2,8,6,3
60937_0,9,8,22,27,25,6,2,21,6,15,9,7
60938_0,39,24,70,78,78,22,2,70,14,45,21,18
60939_0,60,3,117,126,144,6,10,100,31,86,38,14
60940_0,11,16,26,31,34,14,2,27,4,17,10,10
60941_0,1,10,9,9,9,4,0,6,1,3,5,5
60942_0,87,7,223,166,196,3,15,157,41,165,82,18
60943_0,26,1,51,52,59,1,2,50,11,30,15,3
60944_0,51,4,121,106,120,2,12,89,27,87,39,12
60945_0,60,1,123,116,125,2,6,104,23,94,40,7
60946_0,15,1,29,36,41,1,1,31,4,17,7,3
60947_0,46,11,86,70,78,12,27,70,44,76,49,19
60948_0,29,1,72,77,85,1,1,60,8,43,18,4
60949_0,28,1,48,55,61,2,2,52,8,34,12,6
60950_0,7,4,19,24,25,3,1,18,3,14,6,4
60951_0,3,12,11,14,13,7,1,9,3,5,8,8
60952_0,22,2,47,67,67,1,1,47,6,28,12,5
60953_0,74,6,175,151,179,2,9,140,34,125,66,14
60954_0,28,1,54,81,79,3,1,55,7,41,14,5
60955_0,2,12,13,12,12,10,0,6,1,4,7,7
60956_0,62,3,186,164,184,1,7,126,23,118,52,9
60957_0,101,9,240,167,200,4,22,180,48,177,90,23
60958_0,93,4,210,183,204,2,16,166,48,158,69,17
60959_0,46,2,106,104,120,1,3,84,13,72,31,4
60960_0,3,5,22,17,31,13,1,17,5,2,2,2
60961_0,30,1,69,69,82,1,1,59,8,46,18,3
60962_0,26,1,56,61,68,0,1,53,7,35,14,4
60963_0,3,5,22,16,31,13,2,18,4,4,2,2
60964_0,82,4,173,153,169,3,16,138,46,135,63,16
60965_0,24,3,47,60,55,3,2,45,9,29,14,5
60966_0,16,1,27,33,37,1,1,31,4,14,7,2
60967_0,27,1,48,73,71,2,1,50,7,36,13,5
60968_0,70,7,203,150,174,3,16,137,37,152,71,17
60969_0,33,2,66,62,70,1,1,54,10,48,19,4
60970_0,2,14,12,13,15,9,1,8,4,5,8,10
60971_0,23,2,57,73,74,2,1,48,7,34,15,5
60972_0,21,3,46,59,55,5,1,40,8,27,13,6
60973_0,3,1,23,17,33,0,3,20,2,8,2,5
60974_0,5,7,13,19,19,4,1,11,3,8,8,3
60975_0,2,9,12,12,12,8,0,5,1,5,6,6
60976_0,4,0,20,18,39,0,1,43,2,16,5,9
60977_0,57,1,143,121,150,2,8,113,23,72,50,13
60978_0,22,14,41,42,49,16,8,36,15,31,16,13
60979_0,6,5,25,30,37,10,3,21,8,7,5,2
60980_0,24,10,50,48,51,10,15,43,30,45,27,13
60981_0,34,2,91,84,107,2,3,76,11,62,25,5
60982_0,4,15,12,17,17,10,1,11,3,6,10,10
60983_0,12,8,20,25,27,8,4,18,11,17,12,8
60984_0,119,15,285,212,267,7,28,211,62,223,127,35
60985_0,19,1,44,48,55,2,1,39,7,27,10,4
60986_0,17,1,35,43,48,1,1,37,5,21,8,3
60987_0,90,9,263,182,224,3,21,176,49,202,101,25
60988_0,17,10,27,31,33,10,6,24,14,23,15,12
60989_0,57,1,103,103,111,1,4,96,20,73,32,6
60990_0,5,16,13,18,16,11,1,12,3,7,8,10
60991_0,29,1,71,70,83,1,1,57,8,48,19,4
60992_0,30,1,63,66,72,0,1,58,12,41,18,3
60993_0,58,2,98,110,119,4,9,95,28,71,34,11
60994_0,73,7,196,152,184,2,14,139,37,146,75,17
60995_0,35,14,73,76,91,15,18,70,31,65,35,17
60996_0,59,9,102,100,118,9,18,95,38,85,44,18
60997_0,43,1,101,96,102,1,5,79,17,70,30,5
60998_0,58,14,132,119,145,11,22,109,47,110,56,22
60999_0,48,4,111,99,111,2,12,82,25,81,37,10
61000_0,16,1,33,38,44,0,1,35,6,19,10,3
61001_0,25,3,54,73,71,3,1,52,7,36,13,5
61002_0,11,0,55,42,63,4,0,48,9,23,11,2
61003_0,35,1,94,93,109,1,1,73,10,56,22,5
61004_0,22,7,48,60,57,9,1,44,9,27,14,8
61005_0,40,2,93,90,102,1,2,72,12,59,27,3
61006_0,12,13,23,22,25,14,12,18,17,20,13,9
61007_0,81,9,167,150,161,7,26,146,51,141,75,24
61008_0,3,5,11,16,15,3,1,9,2,5,8,2
61009_0,17,13,37,33,40,15,11,31,17,26,14,11
61010_0,29,2,60,57,66,1,2,48,9,42,19,4
61011_0,54,4,132,114,129,1,12,98,28,92,43,13
61012_0,3,16,13,15,15,10,1,9,4,6,9,11
61013_0,26,9,49,63,61,11,1,49,10,28,15,9
61014_0,6,6,11,16,15,5,1,9,3,7,7,4
61015_0,1,11,8,11,9,5,0,6,1,3,5,6
61016_0,28,1,71,79,88,3,1,64,7,41,18,5
61017_0,62,14,153,111,134,9,23,104,43,128,73,21
61018_0,5,12,14,16,14,9,1,11,2,7,8,8
61019_0,78,6,191,161,185,2,18,146,40,133,62,20
61020_0,78,5,151,134,150,3,13,124,42,122,59,15
61021_0,33,10,49,37,43,6,18,42,36,42,30,14
61022_0,20,17,36,39,46,21,10,32,16,30,15,15
61023_0,7,8,14,19,18,7,2,13,5,10,9,6
61024_0,24,9,28,21,25,8,20,24,32,28,21,11
61025_0,3,4,11,17,15,2,1,9,2,5,9,2
61026_0,1,6,11,12,12,3,0,6,1,3,4,4
61027_0,46,3,112,99,111,1,10,81,25,78,36,10
61028_0,16,1,32,38,44,1,1,34,5,18,7,3
61029_0,68,11,155,130,146,11,28,121,49,136,74,23
61030_0,53,3,124,121,137,2,5,100,16,87,37,6
61031_0,39,3,110,98,109,1,8,80,22,74,30,7
61032_0,51,10,75,85,97,15,13,82,30,62,33,18
61033_0,61,8,161,129,149,4,17,113,36,127,66,19
61034_0,89,6,259,195,234,2,14,178,39,186,86,18
61035_0,62,5,139,111,123,2,15,104,35,98,48,16
61036_0,82,3,143,136,153,3,12,128,39,116,54,13
61037_0,28,1,53,54,61,0,1,50,10,32,16,3
61038_0,67,10,178,132,158,4,19,125,40,143,71,18
61039_0,10,6,20,24,24,6,2,16,7,16,10,6
61040_0,30,13,57,67,66,15,2,55,11,33,17,11
61041_0,37,10,66,52,56,6,21,58,37,57,40,14
61042_0,10,5,22,27,24,5,1,20,3,12,7,5
61043_0,17,7,40,45,46,7,1,33,6,24,12,6
61044_0,35,2,103,95,106,1,4,68,11,61,25,3
61045_0,3,17,15,15,16,11,1,10,2,6,9,9
61046_0,6,9,15,21,19,7,2,13,5,10,9,6
61047_0,2,14,10,11,11,7,0,6,4,4,6,9
61048_0,16,11,34,30,38,14,10,28,16,24,14,10
61049_0,20,2,46,67,67,1,1,45,5,27,12,4
61050_0,46,12,96,75,87,12,23,72,39,84,51,17
61051_0,11,29,22,27,23,22,2,21,5,13,15,15
61052_0,5,4,17,21,22,2,1,15,3,10,6,4
61053_0,43,1,68,72,81,1,2,75,17,45,23,4
61054_0,84,9,234,163,196,3,21,160,46,183,91,22
61055_0,12,2,31,41,40,3,1,30,3,18,9,3
61056_0,4,6,13,21,20,4,1,13,3,8,6,4
61057_0,61,7,163,138,169,4,19,119,42,135,66,16
61058_0,31,20,58,60,68,24,13,51,22,43,22,19
61059_0,78,5,199,166,189,1,9,150,31,140,66,13
61060_0,45,17,76,79,95,27,16,74,27,59,28,19
61061_0,25,19,37,42,48,25,13,37,18,31,16,18
61062_0,87,4,164,153,179,2,13,140,42,133,59,15
61063_0,19,2,44,59,57,3,1,41,6,26,11,4
61064_0,29,2,48,60,63,3,2,56,9,35,15,6
61065_0,34,2,82,79,88,1,2,63,11,53,25,3
61066_0,27,3,41,47,49,1,2,52,10,32,13,5
61067_0,26,5,54,51,62,4,2,49,11,35,16,7
61068_0,4,3,13,16,17,3,1,12,1,8,5,3
61069_0,34,10,45,34,40,8,21,39,39,41,29,15
61070_0,33,9,42,31,37,8,22,35,39,41,29,14
61071_0,28,2,58,57,65,1,1,48,9,43,17,3
61072_0,46,1,69,75,83,1,3,80,18,47,24,5
61073_0,61,6,99,110,118,8,15,103,34,86,43,16
61074_0,24,1,48,74,75,1,1,52,5,33,13,5
61075_0,65,12,150,121,143,9,25,108,46,132,72,22
61076_0,19,2,47,66,66,1,1,44,6,27,11,4
61077_0,78,2,189,139,164,1,14,140,28,115,70,12
61078_0,16,1,32,39,43,1,1,34,5,18,8,3
61079_0,14,12,32,30,37,14,11,26,17,23,13,10
61080_0,44,2,112,107,123,1,3,86,13,73,30,4
61081_0,6,8,14,20,18,6,1,12,3,8,8,4
61082_0,22,14,49,56,55,13,2,44,8,28,14,10
61083_0,52,10,108,97,108,7,21,90,43,96,51,17
61084_0,29,0,52,55,63,0,1,54,11,31,17,3
61085_0,78,5,209,173,199,2,10,155,32,148,70,15
61086_0,23,1,54,66,71,3,1,54,7,32,15,4
61087_0,25,8,31,23,28,8,22,26,35,31,23,13
61088_0,77,14,186,129,163,7,24,132,48,154,84,24
61089_0,3,7,11,13,11,6,1,8,2,6,6,6
61090_0,9,8,22,29,27,5,2,21,6,15,8,6
61091_0,48,2,116,117,134,2,4,97,15,81,35,6
61092_0,9,10,26,27,27,8,1,20,3,16,8,7
61093_0,6,5,8,14,11,5,2,9,5,8,7,5
61094_0,34,1,93,88,93,1,4,69,16,67,25,5
61095_0,37,0,97,99,129,5,6,91,16,65,52,21
61096_0,36,12,36,27,31,11,27,33,45,37,29,17
61097_0,32,1,60,78,85,2,2,61,9,47,15,5
61098_0,43,9,78,99,98,7,2,81,14,52,21,12
61099_0,28,3,45,47,51,1,2,50,9,37,13,4
61100_0,44,1,113,105,138,2,7,98,16,74,55,13
61101_0,4,5,11,16,16,3,1,9,3,5,7,2
61102_0,92,8,213,151,181,3,20,160,42,156,80,20
61103_0,27,15,55,55,69,19,11,46,20,39,19,14
61104_0,4,4,9,14,12,3,1,8,2,5,6,3
61105_0,4,4,9,14,12,3,1,8,3,5,5,4
61106_0,9,6,14,18,17,6,3,13,8,12,10,7
61107_0,60,12,132,121,143,8,20,113,49,116,56,20
61108_0,20,3,39,57,52,3,1,43,6,23,11,5
61109_0,10,1,65,44,83,2,2,37,12,35,14,2
61110_0,91,9,203,168,186,3,21,162,49,155,75,25
61111_0,9,3,21,28,28,2,1,21,2,13,7,3
61112_0,48,1,87,87,93,1,3,84,17,60,28,5
61113_0,18,1,33,37,41,0,1,35,5,19,9,3
61114_0,20,7,26,20,23,6,17,21,27,25,19,10
61115_0,31,2,97,90,98,1,5,64,16,63,26,4
61116_0,20,1,33,34,39,1,1,38,7,20,8,3
61117_0,26,0,47,50,57,0,1,49,10,27,15,3
61118_0,89,9,192,168,182,6,25,162,50,156,80,25
61119_0,1,2,23,17,32,11,0,17,1,9,2,0
61120_0,37,10,89,62,77,8,19,57,31,72,43,14
61121_0,42,1,94,93,101,1,3,78,15,64,28,5
61122_0,19,1,31,35,37,1,1,36,7,19,8,3
61123_0,74,12,206,143,181,6,22,138,46,167,86,22
61124_0,19,1,43,42,51,1,1,37,7,26,11,3
61125_0,63,10,129,109,118,5,25,112,48,109,64,23
61126_0,81,3,191,152,202,2,9,142,20,116,103,14
61127_0,3,4,11,17,16,3,1,9,2,5,9,2
61128_0,27,1,54,57,65,1,1,48,9,39,16,4
61129_0,30,1,81,76,87,1,2,57,10,51,22,3
61130_0,63,7,105,109,125,8,15,102,36,87,45,16
61131_0,6,3,17,19,20,2,1,14,2,10,5,3
61132_0,35,10,52,40,45,7,20,46,38,45,32,15
61133_0,33,2,86,82,93,1,3,64,11,55,25,4
61134_0,28,1,57,69,74,2,1,59,6,35,16,5
61135_0,47,11,146,100,129,8,19,85,36,115,61,17
61136_0,32,2,66,68,80,1,1,62,9,47,18,5
61137_0,22,8,25,19,23,9,19,23,34,26,20,11
61138_0,74,13,212,145,191,8,23,138,47,172,87,23
61139_0,36,2,83,84,97,1,2,70,10,59,23,5
61140_0,34,11,36,27,31,9,26,33,44,36,28,16
61141_0,16,19,45,43,45,16,1,33,7,27,13,11
61142_0,86,5,196,166,190,1,16,154,40,146,65,15
61143_0,79,8,190,163,185,6,23,144,44,154,78,22
61144_0,4,5,12,17,16,4,1,11,2,5,9,3
61145_0,17,1,31,39,44,1,1,34,5,19,8,3
61146_0,5,5,16,17,18,5,1,12,2,8,6,4
61147_0,30,2,89,83,91,1,4,60,13,63,25,5
61148_0,19,1,41,41,48,0,1,37,7,25,11,3
61149_0,25,2,35,41,43,2,2,49,10,26,12,4
61150_0,18,1,31,36,40,0,1,35,5,18,9,3
61151_0,56,1,97,103,115,2,6,92,23,67,30,9
61152_0,3,15,16,17,17,11,1,11,2,7,8,9
61153_0,70,9,159,135,147,5,20,121,38,125,59,19
61154_0,4,2,33,23,58,20,0,49,5,13,8,4
61155_0,14,0,60,48,69,5,0,48,9,24,12,2
61156_0,11,9,10,16,13,9,5,12,11,10,10,9
61157_0,5,5,14,19,19,4,1,13,2,7,5,4
61158_0,26,1,42,44,48,0,1,46,9,25,12,3
61159_0,100,8,262,199,230,2,16,187,46,193,93,20
61160_0,70,4,167,141,159,1,13,128,33,117,52,12
61161_0,30,1,41,52,53,1,2,54,9,31,13,5
61162_0,17,1,28,34,36,2,1,34,5,16,8,3
61163_0,34,13,58,43,49,11,25,48,39,53,39,16
61164_0,47,2,98,92,102,1,4,82,17,69,30,5
61165_0,19,4,37,38,43,2,2,39,9,25,12,5
61166_0,55,3,170,135,160,1,8,108,24,110,50,9
61167_0,34,2,94,87,91,1,6,68,19,73,27,5
61168_0,5,18,13,19,18,12,1,12,4,7,11,10
61169_0,3,15,13,17,17,10,1,10,3,7,10,10
61170_0,16,6,39,45,46,7,1,32,5,24,11,5
61171_0,1,1,21,16,32,8,1,14,1,8,1,1
61172_0,8,9,26,29,30,7,1,19,3,13,8,6
61173_0,38,2,75,72,79,1,1,62,13,55,22,3
61174_0,41,13,96,89,111,11,18,77,37,82,44,19
61175_0,2,0,15,12,37,0,6,32,2,8,2,6
61176_0,38,1,88,85,94,1,2,71,14,57,26,4
61177_0,73,11,179,144,165,5,20,126,41,142,67,20
61178_0,3,6,11,13,12,6,1,8,2,6,6,5
61179_0,8,5,8,12,10,6,3,9,9,9,9,7
61180_0,54,14,100,99,117,12,21,96,43,90,48,20
61181_0,45,2,93,97,109,1,2,88,12,64,25,6
61182_0,8,18,17,20,17,15,2,15,4,10,11,10
61183_0,6,10,22,21,21,8,1,15,3,12,7,6
61184_0,22,2,42,53,54,2,1,45,7,29,13,5
61185_0,124,16,296,214,267,6,31,220,67,232,131,36
61186_0,43,7,82,99,99,5,1,76,14,50,21,11
61187_0,2,12,11,12,12,7,1,7,2,5,7,7
61188_0,74,5,182,154,176,2,17,137,39,126,60,19
61189_0,35,2,79,77,88,1,3,64,12,55,25,4
61190_0,15,1,27,33,38,1,1,31,4,15,7,2
61191_0,35,12,91,81,103,10,17,67,33,76,40,17
61192_0,66,4,186,161,179,1,8,133,24,125,56,10
61193_0,38,10,76,60,66,8,23,64,39,67,45,17
61194_0,39,1,70,68,77,1,3,67,14,43,20,4
61195_0,2,0,20,12,37,1,6,37,2,9,3,7
61196_0,34,2,92,89,95,1,6,67,20,63,26,5
61197_0,21,1,48,69,71,1,1,43,4,34,12,3
61198_0,102,12,266,182,232,6,25,190,57,215,110,29
61199_0,80,6,147,137,155,4,16,129,46,121,59,18
61200_0,15,1,30,35,41,1,1,31,5,17,8,3
61201_0,4,10,14,15,14,8,1,10,2,7,7,8
61202_0,18,0,71,58,88,4,1,60,11,34,24,2
61203_0,43,1,105,107,122,1,2,86,11,66,25,6
61204_0,14,13,26,24,28,15,12,22,18,22,13,10
61205_0,31,1,59,76,76,0,1,64,6,36,15,4
61206_0,79,9,174,154,188,6,23,146,58,157,72,21
61207_0,29,1,54,69,71,1,1,58,7,35,14,5
61208_0,3,4,10,15,14,4,1,8,3,6,7,4
61209_0,33,9,52,40,44,5,19,44,34,43,31,12
61210_0,32,5,90,93,109,1,2,57,32,38,28,9
61211_0,45,12,105,78,95,12,23,71,37,90,50,16
61212_0,53,4,133,110,131,2,12,93,26,100,47,11
61213_0,45,1,76,78,90,1,5,77,20,51,27,6
61214_0,4,9,18,17,17,8,0,11,2,9,7,6
61215_0,55,8,101,99,116,8,17,94,38,90,47,17
61216_0,32,1,85,88,99,2,1,66,9,49,20,5
61217_0,72,9,200,148,173,4,19,138,41,157,79,20
61218_0,43,2,93,92,107,1,3,78,12,69,28,6
61219_0,3,5,11,16,16,4,1,10,2,5,8,3
61220_0,36,4,70,93,90,4,1,70,11,47,18,9
61221_0,118,14,333,224,293,6,29,223,65,265,127,32
61222_0,24,9,29,22,25,8,20,25,30,29,21,11
61223_0,19,4,106,102,91,0,5,47,25,46,25,5
61224_0,48,13,85,87,109,21,14,79,27,65,30,17
61225_0,40,1,63,67,74,0,2,69,15,42,21,4
61226_0,77,2,186,159,172,2,10,145,35,144,56,11
61227_0,28,2,53,79,75,3,1,54,7,39,14,5
61228_0,50,3,122,105,114,1,10,89,28,84,38,11
61229_0,24,1,60,68,75,2,1,54,7,34,14,4
61230_0,5,5,15,20,20,4,1,15,2,9,6,4
61231_0,42,2,107,99,115,2,4,82,13,72,30,5
61232_0,23,10,48,41,47,9,16,38,29,41,26,12
61233_0,4,0,26,20,42,2,2,49,3,11,7,10
61234_0,17,1,29,34,38,1,1,35,6,15,8,2
61235_0,28,4,59,78,76,3,1,56,10,33,17,6
61236_0,93,9,198,174,187,6,26,167,52,160,81,25
61237_0,13,9,28,34,33,8,3,26,8,20,12,9
61238_0,82,12,248,168,225,6,22,161,47,201,97,24
61239_0,18,1,28,34,36,1,2,34,5,17,8,3
61240_0,5,18,17,20,19,12,1,13,3,8,10,10
61241_0,6,7,16,21,21,4,1,15,3,8,6,5
61242_0,1,14,10,11,12,6,0,6,2,4,8,8
61243_0,32,2,53,62,66,2,2,58,9,41,15,6
61244_0,5,10,19,19,18,8,0,11,3,9,7,7
61245_0,10,6,12,16,15,7,3,12,9,12,10,7
61246_0,47,3,80,84,98,6,5,78,20,52,23,7
61247_0,27,11,43,31,36,9,22,35,32,38,29,13
61248_0,60,8,142,120,139,7,22,107,38,121,63,19
61249_0,26,3,57,77,74,2,1,54,8,32,16,6
61250_0,21,3,40,58,54,4,1,44,6,26,11,5
61251_0,59,4,144,123,141,1,14,107,31,99,46,15
61252_0,55,1,90,92,105,1,6,85,24,63,31,8
61253_0,80,8,175,142,162,3,22,137,48,138,68,20
61254_0,40,20,70,83,81,17,2,73,13,48,20,15
61255_0,60,8,157,128,146,4,17,108,33,123,57,16
61256_0,9,10,18,26,24,6,2,19,6,13,9,6
61257_0,28,15,53,57,62,19,11,49,19,38,20,15
61258_0,26,15,39,45,56,21,13,42,18,31,16,15
61259_0,52,1,81,87,99,1,4,87,21,56,27,7
61260_0,4,6,14,22,22,4,1,14,2,8,7,4
61261_0,28,3,61,81,82,2,1,56,7,37,15,6
61262_0,3,18,13,13,14,9,1,9,5,5,9,12
61263_0,2,8,11,12,12,6,0,6,1,5,6,5
61264_0,28,2,77,70,82,1,2,54,11,48,22,3
61265_0,2,0,23,13,40,0,3,42,2,12,2,7
61266_0,63,5,101,108,120,8,11,99,34,78,40,16
61267_0,23,14,53,60,58,13,1,48,9,30,14,10
61268_0,18,8,33,29,32,7,12,25,24,27,18,8
61269_0,27,1,47,58,64,1,1,53,7,31,13,5
61270_0,6,18,16,19,18,12,1,13,3,8,10,11
61271_0,4,6,12,15,14,6,1,10,1,6,6,5
61272_0,2,11,9,9,8,4,0,5,2,3,5,7
