system:index,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
61273_0,16,17,41,42,43,13,1,32,6,25,13,11
61274_0,4,9,17,16,17,8,0,10,2,8,7,6
61275_0,35,2,110,96,95,0,3,65,13,54,23,2
61276_0,70,10,182,144,169,5,20,128,41,149,73,20
61277_0,19,2,47,67,68,1,1,45,6,27,12,4
61278_0,1,7,14,16,15,4,0,8,1,4,5,4
61279_0,41,1,82,79,86,1,2,69,14,59,25,3
61280_0,26,1,51,51,59,0,1,48,10,31,15,3
61281_0,3,5,10,15,13,4,1,8,3,6,6,4
61282_0,30,11,60,52,60,9,18,50,34,52,31,15
61283_0,22,1,51,53,60,1,1,46,7,34,14,5
61284_0,65,15,170,121,151,9,24,115,45,142,77,22
61285_0,56,3,162,148,166,1,6,116,22,103,47,8
61286_0,43,1,106,98,104,1,5,82,18,76,30,5
61287_0,80,8,231,165,201,3,18,152,42,173,89,21
61288_0,6,5,16,23,23,4,1,16,2,10,7,4
61289_0,4,13,12,14,15,9,1,9,2,5,8,8
61290_0,65,4,117,110,126,4,13,100,36,101,49,14
61291_0,54,3,155,126,140,1,8,105,24,102,47,9
61292_0,2,15,11,12,12,7,1,7,4,4,6,11
61293_0,32,1,70,84,92,2,2,71,8,44,19,6
61294_0,21,5,42,56,54,6,1,43,7,26,12,6
61295_0,80,8,227,167,207,3,18,148,41,170,88,20
61296_0,64,9,168,125,146,4,17,120,38,133,67,17
61297_0,7,0,58,41,85,5,0,51,13,31,23,2
61298_0,5,0,23,22,48,7,4,51,5,10,10,10
61299_0,31,2,66,68,78,1,1,60,9,48,19,4
61300_0,68,4,187,161,181,1,8,133,24,128,58,11
61301_0,2,13,12,12,13,9,1,7,2,5,8,8
61302_0,10,2,55,39,67,5,0,49,19,22,12,5
61303_0,37,2,104,95,103,1,7,74,23,75,29,6
61304_0,29,1,57,73,79,3,2,60,8,38,15,5
61305_0,3,6,10,14,13,5,1,8,2,5,5,4
61306_0,5,11,22,19,20,8,1,13,3,11,7,6
61307_0,34,1,99,89,123,1,2,66,31,44,28,16
61308_0,17,4,34,38,38,3,2,37,7,24,10,5
61309_0,29,9,59,37,47,7,19,40,31,50,34,12
61310_0,82,6,193,163,184,2,18,150,42,138,65,20
61311_0,39,2,88,85,100,1,2,71,12,63,26,4
61312_0,2,11,9,9,9,5,0,6,2,3,6,9
61313_0,20,3,39,57,53,3,1,44,6,24,11,5
61314_0,72,2,148,133,144,1,8,121,30,113,48,9
61315_0,1,6,10,13,11,3,0,7,1,4,5,4
61316_0,52,13,96,77,86,13,30,79,50,86,55,22
61317_0,40,2,122,109,121,1,6,79,17,80,35,7
61318_0,46,2,100,99,113,1,3,86,14,72,31,5
61319_0,84,10,189,153,175,3,23,144,49,146,73,22
61320_0,4,14,13,18,17,9,1,11,3,6,10,9
61321_0,57,4,159,152,164,1,7,119,23,110,51,9
61322_0,57,12,123,99,112,12,27,93,45,108,63,21
61323_0,30,1,58,58,67,1,1,49,9,45,17,4
61324_0,90,12,268,183,238,5,23,178,51,213,102,25
61325_0,46,2,100,98,105,1,4,83,17,72,31,5
61326_0,83,6,188,158,178,1,15,147,38,140,63,15
61327_0,16,4,34,36,38,3,2,35,7,24,9,5
61328_0,7,6,19,20,20,6,1,15,2,10,7,5
61329_0,27,1,60,67,74,2,1,57,7,39,15,5
61330_0,64,2,124,117,127,1,6,107,25,95,41,7
61331_0,31,11,58,72,67,10,2,61,12,35,17,10
61332_0,95,9,219,186,209,4,23,174,52,170,83,26
61333_0,44,2,87,84,92,1,3,75,16,63,26,4
61334_0,1,13,9,11,10,6,0,6,5,3,6,9
61335_0,6,8,12,18,16,7,1,11,3,7,8,4
61336_0,39,2,87,85,97,1,2,70,11,57,26,3
61337_0,13,16,35,40,40,12,1,29,6,19,11,12
61338_0,33,9,43,31,37,9,23,36,39,41,30,15
61339_0,38,10,80,68,79,8,20,64,36,73,42,17
61340_0,1,8,9,10,10,4,0,6,1,2,4,5
61341_0,31,2,97,89,100,1,4,63,13,67,26,5
61342_0,10,30,19,25,21,23,2,20,5,11,13,16
61343_0,6,3,19,23,24,3,1,17,3,13,6,4
61344_0,3,13,11,13,13,8,1,8,3,4,8,8
61345_0,4,21,16,18,21,13,1,12,4,9,11,12
61346_0,2,12,13,12,12,10,0,6,1,5,7,6
61347_0,38,3,101,94,104,1,8,75,21,69,30,7
61348_0,73,4,193,158,192,1,8,137,27,133,63,11
61349_0,7,21,18,20,18,18,2,14,4,10,13,11
61350_0,5,7,11,16,15,6,1,11,2,6,7,5
61351_0,71,3,178,139,193,2,7,127,13,96,100,15
61352_0,8,20,17,21,18,17,2,16,4,9,12,10
61353_0,5,7,12,19,17,6,1,13,4,6,10,5
61354_0,6,3,15,20,20,3,1,14,2,10,4,3
61355_0,5,8,14,21,19,5,1,14,5,9,8,4
61356_0,33,11,40,30,35,9,24,38,38,38,30,14
61357_0,2,15,11,11,12,7,1,7,4,4,7,9
61358_0,34,16,66,66,81,17,19,64,30,59,32,18
61359_0,47,1,121,107,114,1,6,92,21,88,35,6
61360_0,18,6,28,21,24,6,14,21,24,24,17,8
61361_0,6,8,12,19,17,8,2,12,4,8,8,5
61362_0,9,29,19,24,21,22,2,18,5,10,13,16
61363_0,57,3,147,128,136,1,10,110,28,101,44,8
61364_0,9,11,28,30,32,9,1,20,3,14,9,8
61365_0,3,5,24,17,33,15,1,19,3,8,2,1
61366_0,53,2,161,152,168,1,6,114,21,101,46,7
61367_0,2,16,13,13,14,10,1,8,2,5,8,8
61368_0,15,0,63,51,69,3,0,53,9,27,13,2
61369_0,2,15,9,12,11,7,1,7,4,4,6,9
61370_0,49,3,140,129,137,1,7,96,20,91,42,8
61371_0,19,12,46,51,51,10,1,40,7,27,13,9
61372_0,35,7,69,87,86,7,2,66,11,48,17,10
61373_0,2,7,9,11,9,3,0,7,1,3,5,5
61374_0,24,10,27,20,24,9,21,24,36,28,22,13
61375_0,31,13,63,61,75,13,16,57,30,56,32,15
61376_0,90,3,208,183,205,2,14,163,44,155,67,15
61377_0,19,1,30,35,36,1,1,35,6,18,8,3
61378_0,62,9,142,126,153,6,20,118,48,130,62,18
61379_0,21,1,34,35,40,1,2,40,8,23,9,3
61380_0,4,0,26,22,39,1,2,42,2,15,6,8
61381_0,33,23,48,53,59,28,14,50,20,41,20,20
61382_0,8,11,22,23,23,9,1,18,4,12,8,7
61383_0,24,10,28,21,25,8,20,23,32,29,21,12
61384_0,51,2,135,118,126,2,8,100,25,99,40,7
61385_0,35,2,109,100,110,1,4,73,14,75,30,6
61386_0,22,0,41,43,50,1,1,42,8,24,13,3
61387_0,40,3,110,98,106,1,7,77,19,75,35,6
61388_0,90,7,230,185,218,2,15,165,39,170,77,18
61389_0,18,0,52,51,68,4,0,53,5,22,16,2
61390_0,30,1,59,80,84,2,2,65,8,39,14,5
61391_0,18,1,32,36,40,0,1,36,6,17,9,2
61392_0,30,2,65,66,77,1,1,60,9,46,18,4
61393_0,2,6,9,11,10,3,0,7,1,3,5,4
61394_0,94,6,214,181,212,1,17,169,43,164,71,17
61395_0,4,10,17,19,20,6,1,11,2,7,7,7
61396_0,66,4,183,144,175,1,8,125,26,123,57,11
61397_0,4,5,10,16,13,4,1,10,3,6,7,3
61398_0,2,13,11,12,11,6,0,6,5,4,7,10
61399_0,78,10,176,145,168,4,24,137,51,142,71,20
61400_0,44,3,113,100,110,1,9,80,23,76,33,9
61401_0,5,4,16,22,21,3,1,15,2,10,5,3
61402_0,48,2,121,121,139,2,3,99,13,75,28,7
61403_0,61,3,179,157,187,1,6,124,23,115,53,9
61404_0,50,8,76,77,89,13,9,80,25,53,25,11
61405_0,17,4,35,37,40,3,2,36,8,25,10,4
61406_0,24,1,50,53,61,1,1,44,8,35,14,4
61407_0,6,8,14,20,18,8,1,12,4,7,10,5
61408_0,10,8,20,22,25,8,4,16,9,16,11,7
61409_0,21,4,44,41,51,3,1,40,10,28,13,5
61410_0,37,23,68,75,75,20,2,67,14,42,21,18
61411_0,29,16,52,57,68,22,14,55,21,40,22,18
61412_0,25,1,49,50,57,0,1,46,9,30,14,3
61413_0,14,13,29,31,36,15,7,24,13,22,12,11
61414_0,70,6,211,164,197,2,13,144,34,153,70,15
61415_0,6,13,14,18,14,10,1,13,2,7,9,9
61416_0,7,4,19,21,20,4,1,14,2,10,6,3
61417_0,92,8,208,172,192,3,21,162,48,156,74,24
61418_0,28,3,58,76,76,4,1,55,8,40,14,6
61419_0,32,13,66,63,74,11,17,60,31,55,33,17
61420_0,29,1,89,75,86,1,3,54,12,44,17,1
61421_0,2,14,10,12,11,7,0,7,4,4,7,9
61422_0,45,0,115,103,131,3,4,85,23,43,36,15
61423_0,46,3,135,135,140,1,5,97,18,89,40,6
61424_0,23,1,46,47,54,0,1,44,8,29,13,3
61425_0,2,11,11,12,12,7,1,6,1,3,7,7
61426_0,39,2,95,90,103,1,3,72,12,63,28,4
61427_0,32,24,61,67,67,20,2,59,11,42,18,16
61428_0,11,2,37,42,42,8,0,25,5,15,9,1
61429_0,15,1,32,37,43,1,1,32,6,18,8,3
61430_0,28,9,56,53,64,8,4,48,16,39,18,9
61431_0,4,7,14,21,20,5,1,13,3,7,9,3
61432_0,4,10,19,17,18,7,1,11,2,9,7,6
61433_0,58,6,131,112,128,5,19,102,35,106,56,18
61434_0,98,9,230,163,195,3,20,172,45,169,85,21
61435_0,3,9,15,16,17,6,0,9,2,5,6,6
61436_0,119,11,291,200,250,5,28,211,58,209,121,28
61437_0,22,1,48,50,59,0,1,41,7,35,14,3
61438_0,5,10,13,14,13,9,1,10,2,6,8,7
61439_0,70,8,167,141,159,4,18,122,35,130,60,18
61440_0,17,1,32,36,41,1,1,35,5,18,9,3
61441_0,99,8,270,211,258,3,13,195,40,200,94,21
61442_0,19,2,40,51,49,3,2,40,7,26,12,4
61443_0,18,1,30,35,36,1,1,35,6,18,8,3
61444_0,43,2,115,104,110,1,8,86,23,83,34,6
61445_0,97,7,224,184,213,2,21,174,52,172,79,19
61446_0,38,13,65,50,55,9,24,55,39,60,42,17
61447_0,35,11,55,62,72,18,13,58,22,43,23,13
61448_0,2,14,11,12,13,8,1,8,3,5,8,10
61449_0,6,6,15,19,18,5,1,15,2,8,6,5
61450_0,11,1,37,46,48,3,0,27,3,11,10,2
61451_0,3,4,13,19,19,3,1,11,2,8,6,3
61452_0,30,1,61,73,80,2,1,64,7,38,16,6
61453_0,7,9,17,23,21,7,2,15,5,11,9,7
61454_0,50,12,95,94,111,10,19,87,40,85,46,19
61455_0,3,15,14,13,14,11,1,8,1,6,8,8
61456_0,65,6,165,144,167,2,7,126,29,118,57,13
61457_0,52,6,124,105,119,4,15,90,30,94,44,14
61458_0,29,1,72,77,87,1,1,60,8,42,18,4
61459_0,68,3,171,135,187,1,6,112,13,89,95,15
61460_0,17,19,46,44,47,15,1,33,7,29,13,12
61461_0,27,9,55,35,43,9,19,37,30,47,32,13
61462_0,2,12,12,13,13,8,1,8,2,4,7,7
61463_0,16,1,33,37,43,1,1,32,6,19,9,3
61464_0,27,1,57,58,68,1,1,53,8,41,16,5
61465_0,31,4,57,54,64,2,3,54,11,42,14,6
61466_0,70,5,120,121,135,6,15,114,37,100,49,16
61467_0,5,8,14,16,13,7,1,9,2,7,7,7
61468_0,23,1,34,36,41,1,1,42,8,23,10,4
61469_0,29,5,62,56,71,4,2,53,14,39,18,7
61470_0,3,15,11,12,13,8,1,8,3,4,8,10
61471_0,34,1,54,55,62,1,2,59,14,35,17,5
61472_0,27,10,34,25,31,9,23,28,37,34,25,13
61473_0,6,8,15,20,18,8,2,12,4,7,11,5
61474_0,37,3,99,93,103,1,8,73,20,68,29,7
61475_0,73,9,204,146,178,4,19,139,42,159,81,20
61476_0,34,1,56,58,64,1,1,58,12,37,17,4
61477_0,32,2,67,71,79,1,1,65,9,44,17,5
61478_0,44,18,72,78,93,28,17,73,27,58,28,20
61479_0,63,0,170,132,156,1,8,118,25,80,51,12
61480_0,2,1,17,12,34,0,5,26,4,9,1,7
61481_0,57,1,85,91,104,3,6,91,25,60,30,9
61482_0,7,7,16,21,19,6,2,16,5,10,9,5
61483_0,2,0,15,13,37,0,6,31,2,8,2,6
61484_0,33,18,54,60,71,29,16,56,23,44,23,18
61485_0,32,1,99,97,106,0,3,72,14,61,24,4
61486_0,19,13,39,35,44,16,12,32,18,30,17,12
61487_0,53,14,81,90,102,24,14,88,28,62,29,17
61488_0,32,2,73,70,79,1,2,58,11,48,22,3
61489_0,27,1,57,78,81,2,2,63,7,36,14,5
61490_0,32,10,63,76,72,7,2,64,13,39,18,9
61491_0,30,12,62,64,78,16,13,56,21,48,25,15
61492_0,42,18,71,71,88,29,17,69,26,56,26,19
61493_0,68,2,135,122,131,2,8,114,27,103,45,8
61494_0,43,5,68,73,81,8,6,74,20,45,22,8
61495_0,18,1,33,37,40,0,1,36,6,19,9,3
61496_0,44,0,116,97,133,2,3,78,28,54,33,13
61497_0,6,0,29,22,45,3,2,49,4,11,7,10
61498_0,41,10,92,62,79,9,20,59,32,73,42,13
61499_0,5,6,13,19,20,5,1,13,2,7,7,4
61500_0,20,1,85,63,82,0,3,45,12,40,15,2
61501_0,6,9,23,25,26,6,1,16,2,11,7,6
61502_0,15,2,38,53,50,2,1,39,4,23,10,4
61503_0,36,14,62,67,79,18,15,65,26,49,28,19
61504_0,35,2,87,86,96,1,3,68,12,60,27,4
61505_0,20,2,44,60,56,3,1,42,6,26,12,5
61506_0,27,13,47,60,59,14,1,49,10,27,15,10
61507_0,6,0,27,21,53,7,2,49,5,9,9,10
61508_0,6,3,15,20,20,2,1,14,1,10,5,3
61509_0,58,9,111,111,133,12,17,100,34,90,41,18
61510_0,6,6,16,20,20,4,1,14,2,8,6,5
61511_0,16,1,28,33,37,1,1,32,5,14,7,2
61512_0,29,1,48,50,55,1,1,50,10,30,15,3
61513_0,1,6,10,12,12,3,0,7,1,3,4,4
61514_0,63,2,115,111,123,1,6,104,25,86,39,7
61515_0,34,9,43,33,38,8,20,37,38,40,28,13
61516_0,9,28,17,21,18,23,2,17,5,10,13,15
61517_0,34,1,70,67,74,1,2,58,11,50,21,4
61518_0,31,7,64,79,77,7,1,58,10,40,16,9
61519_0,5,6,11,17,15,7,1,10,3,7,7,4
61520_0,4,5,14,19,20,4,1,13,2,7,5,4
61521_0,24,1,38,48,51,1,1,46,7,26,11,5
61522_0,24,0,41,45,51,1,1,45,8,25,13,3
61523_0,2,14,10,12,12,7,0,6,4,4,7,8
61524_0,21,0,41,42,50,1,1,41,9,24,13,3
61525_0,24,2,46,70,66,2,1,48,6,35,13,5
61526_0,18,14,41,45,46,12,1,33,8,22,13,10
61527_0,41,1,110,99,106,1,6,80,19,81,32,6
61528_0,49,11,84,90,105,14,16,84,30,71,38,18
61529_0,18,1,40,41,49,1,1,35,7,23,11,3
61530_0,11,3,26,36,36,2,1,29,3,16,9,3
61531_0,5,16,14,20,17,11,1,13,3,7,11,9
61532_0,36,1,96,92,98,1,4,72,15,65,26,5
61533_0,60,7,95,102,114,9,15,98,34,82,42,17
61534_0,60,3,171,144,170,1,8,120,26,112,51,9
61535_0,27,1,48,55,60,1,2,51,7,32,12,5
61536_0,5,4,26,26,29,14,2,23,12,7,3,4
61537_0,6,10,18,17,18,7,1,12,3,9,7,6
61538_0,4,5,11,17,15,3,1,10,2,5,8,3
61539_0,34,1,85,88,99,2,1,69,9,50,20,5
61540_0,32,1,79,85,94,3,1,66,9,46,20,5
61541_0,44,2,134,123,136,1,6,88,18,85,39,7
61542_0,57,8,152,119,139,5,18,106,36,124,62,17
61543_0,123,13,305,209,267,5,29,222,66,235,118,32
61544_0,10,13,33,35,38,9,1,23,4,17,10,10
61545_0,33,1,92,86,91,1,4,66,16,66,25,5
61546_0,55,11,108,105,124,8,18,97,42,96,50,19
61547_0,72,16,169,132,155,10,27,123,50,148,81,26
61548_0,27,0,65,71,81,2,0,57,6,35,18,3
61549_0,41,10,70,57,61,6,21,61,39,58,38,16
61550_0,20,9,40,35,40,9,15,30,28,34,22,11
61551_0,30,12,40,30,34,8,22,37,35,37,29,13
61552_0,53,3,158,142,160,1,6,105,20,102,45,8
61553_0,90,7,211,175,207,2,17,160,41,159,70,17
61554_0,59,3,164,152,173,1,6,119,22,109,51,8
61555_0,42,2,122,110,129,1,4,84,15,84,35,6
61556_0,4,6,11,17,15,5,1,10,2,6,8,3
61557_0,8,12,25,25,26,8,1,17,4,14,9,8
61558_0,11,5,24,29,29,5,1,22,3,14,7,4
61559_0,35,2,106,96,107,1,5,68,17,70,29,5
61560_0,1,9,8,10,9,4,0,6,1,2,5,5
61561_0,3,15,14,14,15,10,1,10,2,6,9,8
61562_0,63,4,190,152,183,1,8,125,24,125,54,10
61563_0,4,0,27,21,41,2,2,46,3,12,6,9
61564_0,2,14,11,12,12,8,0,7,2,4,8,9
61565_0,2,1,27,18,31,1,1,15,1,8,1,6
61566_0,3,8,12,13,13,6,1,8,2,6,6,5
61567_0,48,3,112,110,126,3,3,94,12,75,29,7
61568_0,5,3,17,23,23,3,1,16,3,11,5,3
61569_0,14,14,36,41,42,9,1,31,5,21,11,9
61570_0,4,8,14,16,13,7,1,9,2,7,7,7
61571_0,38,12,75,86,86,9,2,68,12,48,19,13
61572_0,39,9,82,61,72,10,20,59,33,69,40,14
61573_0,21,1,34,38,40,1,1,39,7,20,10,3
61574_0,19,6,36,30,33,6,12,27,24,30,20,9
61575_0,34,2,71,74,84,1,1,67,9,48,19,4
61576_0,22,1,48,49,56,0,1,45,8,31,13,3
61577_0,49,3,146,125,146,1,8,94,20,101,43,9
61578_0,37,2,103,98,112,1,4,79,13,68,29,5
61579_0,4,4,9,14,12,3,1,9,2,6,6,4
61580_0,32,1,96,83,96,0,2,60,12,48,23,1
61581_0,49,4,102,109,125,7,11,82,29,77,37,13
61582_0,2,8,10,11,10,5,1,7,2,4,5,6
61583_0,18,3,117,95,83,1,4,43,24,48,24,6
61584_0,22,8,52,50,60,8,3,44,12,36,16,9
61585_0,69,2,169,134,158,2,12,130,24,102,66,13
61586_0,9,14,31,32,33,9,1,21,4,15,9,10
61587_0,19,3,40,54,54,2,1,44,7,28,13,6
61588_0,36,13,75,71,88,15,18,62,30,64,33,18
61589_0,61,3,190,168,198,1,6,128,22,120,51,8
61590_0,4,3,14,17,17,3,1,12,2,8,5,3
61591_0,25,3,52,73,66,4,1,51,8,33,15,7
61592_0,22,1,51,51,61,1,1,44,7,36,14,3
61593_0,27,1,60,56,71,1,1,49,7,41,16,3
61594_0,5,0,23,20,42,3,3,47,4,11,8,10
61595_0,4,16,13,16,15,11,1,10,2,6,8,9
61596_0,25,3,49,60,55,4,2,48,10,31,14,5
61597_0,20,1,45,52,60,2,1,42,6,27,11,4
61598_0,5,14,14,16,15,10,1,11,3,6,8,10
61599_0,7,22,17,20,18,19,2,14,3,9,12,12
61600_0,24,13,51,50,62,15,16,44,27,44,26,14
61601_0,21,0,36,41,47,1,1,40,7,21,12,3
61602_0,5,0,24,20,43,3,3,48,4,11,8,10
61603_0,22,3,111,76,83,0,5,47,17,44,20,4
61604_0,34,1,56,59,66,0,1,59,12,37,18,4
61605_0,12,10,19,23,23,13,6,17,12,16,11,9
61606_0,23,2,47,60,56,3,2,42,9,28,13,6
61607_0,32,1,66,80,84,1,2,68,7,42,15,5
61608_0,41,1,106,96,102,1,5,79,20,78,30,5
61609_0,2,7,13,15,14,3,1,8,1,4,5,4
61610_0,14,5,30,32,37,5,1,30,7,20,11,5
61611_0,24,9,38,29,35,8,20,30,31,35,25,14
61612_0,37,11,62,69,75,15,14,66,26,52,31,17
61613_0,89,8,204,174,211,4,22,162,59,174,79,20
61614_0,48,15,73,77,88,23,14,78,27,54,26,17
61615_0,110,10,282,194,237,4,24,202,53,211,100,25
61616_0,9,8,20,27,25,5,2,20,6,14,8,6
61617_0,42,18,71,71,88,29,17,69,26,56,26,19
61618_0,29,4,60,77,75,4,1,56,10,32,17,7
61619_0,27,6,51,53,60,4,2,51,11,37,15,8
61620_0,91,10,205,179,214,6,23,162,59,163,77,23
61621_0,30,9,57,69,65,8,2,58,12,35,16,8
61622_0,94,8,249,190,213,2,14,179,42,181,87,19
61623_0,16,1,29,34,39,1,1,32,5,15,8,3
61624_0,6,5,26,30,38,11,3,20,9,7,5,2
61625_0,16,1,27,33,36,1,1,31,4,15,7,3
61626_0,30,1,64,77,86,2,1,66,7,39,17,6
61627_0,7,3,19,22,24,2,1,16,2,12,5,2
61628_0,32,2,93,86,91,1,6,65,19,71,26,5
61629_0,38,1,100,94,99,1,5,75,17,70,27,5
61630_0,33,10,46,35,40,8,21,39,38,42,30,16
61631_0,27,3,55,76,73,2,1,53,8,32,16,6
61632_0,21,8,46,37,43,7,15,31,26,37,25,10
61633_0,41,4,66,63,73,2,3,68,16,44,20,7
61634_0,75,11,180,145,167,5,21,128,42,145,71,21
61635_0,63,4,177,156,176,1,7,127,23,119,54,9
61636_0,43,10,90,91,108,10,17,86,35,81,43,16
61637_0,6,7,13,18,16,6,1,13,5,8,8,5
61638_0,25,9,45,31,36,7,18,32,29,39,28,12
61639_0,51,4,82,83,97,7,6,84,22,56,25,8
61640_0,10,3,27,30,33,3,1,24,4,18,7,3
61641_0,27,2,58,76,78,2,1,55,7,34,15,5
61642_0,3,9,16,14,14,8,1,8,2,7,6,6
61643_0,17,1,33,40,46,1,1,35,4,19,8,3
61644_0,35,1,71,68,74,1,2,59,12,52,21,4
61645_0,81,7,233,181,220,2,14,161,39,170,79,18
61646_0,25,18,50,60,57,17,1,49,9,29,16,13
61647_0,34,9,44,32,37,8,23,37,39,41,30,14
61648_0,43,9,92,75,87,12,22,70,37,79,48,16
61649_0,8,0,55,41,82,7,0,54,14,31,26,2
61650_0,28,17,54,68,67,12,2,63,11,35,17,12
61651_0,47,3,136,133,145,1,5,98,19,89,40,6
61652_0,16,12,27,31,34,14,7,24,15,24,15,13
61653_0,33,12,36,26,31,11,26,32,43,37,28,16
61654_0,31,1,61,61,70,1,1,52,10,47,18,3
61655_0,18,1,28,36,36,1,1,33,5,17,8,3
61656_0,49,4,81,79,90,6,5,80,22,52,24,8
61657_0,28,6,63,56,71,6,4,50,16,38,19,7
61658_0,28,1,55,66,70,2,1,59,6,34,15,5
61659_0,2,7,14,16,16,4,0,8,1,5,5,5
61660_0,32,2,96,86,99,1,3,62,11,55,24,3
61661_0,6,7,13,19,16,7,1,14,5,9,9,5
61662_0,16,1,31,37,40,1,1,32,5,17,7,3
61663_0,34,1,81,77,86,1,2,64,13,52,24,4
61664_0,3,6,11,13,12,5,1,7,2,5,5,5
61665_0,55,3,137,132,150,1,4,107,16,92,38,6
61666_0,4,5,13,16,15,5,1,11,2,6,5,3
61667_0,2,13,12,12,12,8,1,7,1,4,7,7
61668_0,21,1,31,39,39,1,2,38,7,21,9,3
61669_0,30,1,66,78,84,1,1,65,7,40,19,5
61670_0,34,24,56,59,70,28,18,55,25,46,24,23
61671_0,23,4,45,61,59,5,1,46,7,30,12,6
61672_0,25,21,39,44,53,24,14,41,19,34,17,19
61673_0,30,1,62,79,87,2,2,59,8,44,15,5
61674_0,69,2,133,123,135,2,8,113,28,102,45,9
61675_0,29,1,59,81,84,1,1,66,7,36,15,5
61676_0,6,4,16,21,22,4,1,16,2,11,6,4
61677_0,7,4,20,26,26,3,1,19,3,14,6,3
61678_0,17,15,32,35,42,20,9,28,15,26,13,14
61679_0,4,4,15,20,19,3,1,13,3,9,5,4
61680_0,44,3,129,130,138,1,5,94,17,86,37,6
61681_0,44,1,116,103,109,1,6,87,20,83,33,6
61682_0,75,3,178,142,185,2,11,137,23,106,85,15
61683_0,2,0,22,12,38,1,5,38,2,9,2,7
61684_0,24,1,55,63,68,2,1,52,7,33,15,4
61685_0,6,3,15,20,20,3,1,14,2,10,4,3
61686_0,5,0,25,20,47,5,2,50,4,10,8,10
61687_0,6,9,15,22,21,6,1,15,4,9,10,5
61688_0,72,3,173,138,184,2,8,122,17,95,94,15
61689_0,66,11,175,123,150,5,21,123,42,144,79,21
61690_0,15,4,31,34,35,3,2,34,7,21,9,4
61691_0,39,11,89,66,79,12,22,62,35,77,47,16
61692_0,13,14,18,17,19,16,10,14,18,13,11,8
61693_0,38,10,75,53,63,8,19,53,32,62,38,13
61694_0,27,10,57,69,69,7,1,52,9,36,15,9
61695_0,27,1,57,56,67,1,2,46,8,42,16,3
61696_0,34,18,53,63,73,27,16,58,24,43,22,19
61697_0,53,4,126,108,116,2,12,93,29,87,40,12
61698_0,48,1,125,110,117,1,6,94,21,90,36,6
61699_0,35,1,65,66,74,1,3,64,14,39,20,4
61700_0,26,16,53,65,64,11,2,57,10,34,17,11
61701_0,15,12,32,29,36,15,10,25,17,22,13,10
61702_0,54,3,132,115,150,1,7,102,17,80,59,10
61703_0,25,1,48,74,71,2,1,51,6,36,13,5
61704_0,18,4,36,38,41,2,2,37,7,25,10,4
61705_0,4,15,13,18,18,9,1,11,3,7,10,10
61706_0,31,10,33,24,30,10,24,30,41,34,26,15
61707_0,24,8,51,61,57,7,2,49,10,32,15,7
61708_0,43,7,84,68,75,4,17,70,35,67,41,15
61709_0,19,1,38,40,47,0,1,36,8,22,11,3
61710_0,10,6,21,24,26,7,3,18,9,16,11,7
61711_0,6,10,16,22,21,7,1,16,3,9,10,6
61712_0,56,8,80,90,101,14,10,91,25,59,28,12
61713_0,30,0,54,57,64,0,2,54,11,31,17,3
61714_0,24,7,50,61,60,5,1,46,9,28,15,7
61715_0,93,8,219,161,193,3,15,164,39,165,82,19
61716_0,26,8,54,67,63,9,1,50,9,32,15,9
61717_0,2,11,8,9,9,5,0,5,2,3,6,8
61718_0,2,15,10,12,11,7,1,6,4,4,6,10
61719_0,80,12,191,155,181,5,21,140,44,153,76,21
61720_0,39,12,101,89,113,10,18,74,36,84,43,18
61721_0,30,1,65,63,71,1,2,54,11,44,20,4
61722_0,54,12,122,111,135,9,20,102,43,103,52,20
61723_0,3,14,13,16,17,9,1,9,3,7,9,9
61724_0,30,1,64,72,82,3,2,60,9,45,16,6
61725_0,32,9,51,40,46,7,20,43,37,45,31,15
61726_0,46,13,91,90,109,14,17,81,32,75,35,19
61727_0,34,11,42,32,36,9,24,39,38,40,31,14
61728_0,6,4,15,20,20,4,1,14,2,10,5,4
61729_0,30,1,60,63,70,1,1,54,10,43,17,3
61730_0,31,1,60,82,88,0,1,67,7,38,15,5
61731_0,2,14,14,13,13,10,1,7,1,6,8,8
61732_0,29,22,49,53,65,27,17,50,23,40,23,20
61733_0,64,2,104,117,124,4,11,109,32,85,42,13
61734_0,46,3,118,102,112,1,9,83,25,79,35,9
61735_0,24,1,37,48,50,1,2,46,7,25,11,5
61736_0,9,7,15,21,19,6,3,14,7,12,9,7
61737_0,27,6,54,65,60,6,2,50,10,33,15,7
61738_0,36,2,95,95,108,1,3,73,12,66,28,4
61739_0,6,10,19,18,18,8,1,12,3,10,7,6
61740_0,72,2,162,143,159,2,8,127,29,123,51,9
61741_0,1,13,10,11,11,6,0,6,5,4,6,9
61742_0,101,8,271,210,252,2,13,199,42,200,98,20
61743_0,29,2,62,60,74,1,1,54,8,43,17,3
61744_0,5,3,34,25,55,17,0,53,5,13,10,4
61745_0,72,14,160,130,153,10,28,118,50,142,79,25
61746_0,71,9,157,141,170,6,21,134,51,142,67,19
61747_0,41,2,102,106,118,1,3,84,12,66,27,5
61748_0,53,4,126,110,125,2,12,94,27,90,40,13
61749_0,4,16,14,17,18,10,1,11,2,7,10,11
61750_0,72,4,211,165,196,2,10,144,31,146,67,14
61751_0,4,5,10,17,16,3,1,11,3,5,9,3
61752_0,28,1,71,81,89,4,1,68,8,40,19,5
61753_0,19,1,44,44,52,1,1,38,7,26,11,3
