system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev
52954_0,48,129,0,4,12,2
52955_0,42,128,2,4.5,10,1.5
52956_0,45,128,2,5,11,2
52957_0,49,128,2,5,11,2
52958_0,38,136,2,5,7,1
52959_0,31,128,0,6,6,1
52960_0,88,0,32,5,36,12
52962_0,82,0,2,7,28,12
52963_0,10,128,0,0,1,0
52965_0,28,130,2,5,6,1.5
52966_0,26,128,2,7,4,1
52967_0,36,128,0,5,8,1
52968_0,66,0,2,9,17,4
52969_0,28,128,0,6,5,1
52970_0,29,128,0,5,6,1
52971_0,13,128,0,7,2,1
52973_0,72,0,2,9,21,10
52974_0,50,8,2,9,10,3
52975_0,49,128,2,5,11,2
52976_0,64,4,2,9,16,10
52977_0,13,128,0,7,2,1
52979_0,16,136,2,5,3,1
52980_0,57,0,2,9,13,3.5
52981_0,24,128,2,5,3,1
52982_0,56,8,0,8,13,3
52983_0,61,0,0,9,15,4
52985_0,9,128,0,0,1,0
52986_0,51,128,0,4,14,2
52987_0,50,136,2,4,14,2
52988_0,39,136,2,5,8,2
52989_0,10,160,2,0,1,0
52990_0,21,136,2,5,3,1
52992_0,29,128,0,4,5,1
52993_0,42,128,2,5,7,1
52994_0,24,128,2,6,5,1
52995_0,29,128,0,5.5,7,2
52996_0,47,128,2,5,9,2
52997_0,57,4,2,10,13,4
52998_0,46,128,0,4,11,2
52999_0,70,0,2,9,20,10
53000_0,74,8,2,8,22,10
53001_0,45,129,2,5,12,2
53002_0,38,136,0,5,8,1
53003_0,29,129,2,6,5,1
53005_0,41,128,0,5,10,2
53006_0,40,128,0,5,9,2
53008_0,49,8,2,9,10,3
53009_0,76,0,2,8,28,12
53011_0,81,0,2,7,29,11.5
53012_0,63,128,2,4,16,2
53013_0,10,136,2,5,2,1
53014_0,41,128,2,4,10,1
53015_0,23,128,0,8,4,2
53016_0,27,128,2,6,5,1
53017_0,16,136,8,5,2,1
53020_0,72,4,10,7,22,9.5
53021_0,9,136,2,4,2,1
53022_0,17,133,2,5,3,1
53023_0,12,160,0,7,2,1
53024_0,11,128,0,6,2,1
53025_0,26,136,2,4,5,1
53026_0,38,128,2,3,6,1
53027_0,68,0,2,9,17,5
53028_0,40,128,0,5,10,2
53029_0,11,160,16,5,2,1
53033_0,37,128,2,5,9,2
53034_0,28,128,2,6,5,2
53035_0,16,128,0,7,2,1
53036_0,15,128,0,7,2,1
53038_0,22,136,0,6,3,1
53039_0,35,128,2,6,6,2
53040_0,24,128,2,7,4,1
53042_0,29,128,0,5,5,1
53043_0,6,160,16,5.5,1,1
53044_0,18,128,0,8,3,1
53045_0,13,128,0,7,2,1
53046_0,29,128,0,5,6,1
53047_0,40,128,2,4,7,1
53048_0,30,128,2,5,5,1
53049_0,32,128,2,6,6,2
53050_0,12,128,2,7,2,1
53051_0,46,128,2,5,11,2
53052_0,11,128,0,6,2,1
53053_0,66,0,2,9,18,5
53054_0,37,132,2,5,7,1
53055_0,10,136,0,0,1,0
53056_0,34,136,2,6,6,1
53057_0,13,128,2,6,2,1
53060_0,67,1,0,9,18,7
53061_0,20,130,2,5,3,1
53062_0,14,161,2,7,2,1
53063_0,44,132,2,5,10,1.5
53066_0,46,128,0,5,11,2
53070_0,36,129,2,3,6,1
53071_0,62,8,2,9,14,4
53072_0,19,128,2,7,3,1
53073_0,10,128,2,0,1,0
53074_0,51,0,2,9,10,4
53075_0,42,129,2,4,11,2
53076_0,64,4,2,9,16,5
53077_0,10,128,0,6,2,1
53078_0,11,136,2,6,2,1
53080_0,41,128,0,5,9,1
53081_0,65,8,0,9,16,4
53084_0,61,4,2,8,14,11
53085_0,81,1,2,7,25,7
53086_0,17,128,2,9,3,1
53087_0,59,128,0,4,17,2
53089_0,27,132,2,5,4,1
53091_0,87,0,18,5,37,11
53092_0,73,0,2,8,23,11
53093_0,13,136,0,7,2,1
53094_0,46,128,2,4,12,2
53095_0,9,160,0,0,1,0
53096_0,20,128,2,7,4,2
53097_0,51,32,2,9,9,3
53098_0,12,128,0,6,2,1
53099_0,56,8,2,9,12,3
53100_0,46,129,2,5,11,2
53101_0,29,128,2,5,6,2
53102_0,51,129,2,4,13,2
53103_0,51,8,18,8,11,11
53104_0,80,0,2,8,29,12
53105_0,9,136,0,0,1,0
53106_0,9,136,2,0,1,0
53107_0,73,0,2,9,23,10.5
53108_0,16,128,0,7,2,1
53110_0,69,0,0,9.5,21,10
53111_0,53,128,2,5,13,2
53112_0,55,8,2,9,12,3
53113_0,11,128,0,6,2,1
53114_0,10,136,0,0,1,0
53115_0,51,128,2,5,13,2
53116_0,56,8,2,9,12,3
53118_0,10,128,2,0,1,0
53119_0,71,0,0,9,22,10
53121_0,35,128,2,5,9,1
53123_0,49,128,0,5,11,2
53124_0,38,136,0,4,6,1
53125_0,45,128,2,5,9,2
53126_0,75,0,2,8,22,11
53127_0,35,136,2,5,7,1
53128_0,23,128,2,8,4,2
53130_0,64,128,0,4,18,2
53131_0,29,128,2,6,5,1
53132_0,11,128,2,5.5,2,1
53133_0,14,128,0,7,2,1
53134_0,34,128,0,5,7,1
53135_0,18,132,2,4,3,1
53136_0,28,128,0,5,6,1
53137_0,20,128,2,5,3,1
53138_0,27,128,0,6,5,1
53141_0,42,128,0,5,9,1
53142_0,40,132,0,5,7,1
53144_0,20,136,2,5,3,1
53145_0,14,136,0,7,2,1
53146_0,70,0,2,9,19,6.5
53148_0,38,128,0,5,7,1
53149_0,49,128,2,4.5,12,2
53150_0,60,8,0,9,15,4
53151_0,2,160,97,6,0,1
53152_0,11,160,0,7,2,1
53154_0,39,129,2,4,7,1
53156_0,41,136,2,3,7,1
53157_0,44,128,2,5,10,2
53158_0,68,0,2,9,19,10
53160_0,68,128,2,4,21,2
53161_0,7,136,0,0,1,0
53162_0,77,0,2,8,25,11
53163_0,26,128,0,5,5,1
53164_0,82,0,10,7,27,11
53165_0,44,128,0,5,9,1
53166_0,20,136,2,5,3,1
53167_0,54,128,0,4,14,2
53169_0,13,136,2,7,2,1
53170_0,44,128,2,5,10,2
53171_0,24,129,2,5,5,1
53172_0,36,12,2,9,5,2
53173_0,91,8,97,8,41,10
53175_0,47,128,0,5,13,2
53176_0,14,128,0,7,2,1
53177_0,63,0,2,9,14,4
53178_0,61,8,2,8,13,3
53179_0,9,136,2,5,1,1
53180_0,11,136,0,6,2,1
53182_0,30,128,0,6,7,2
53183_0,86,0,18,6,37,12
53184_0,11,136,0,6,2,1
53185_0,25,136,10,5,3,1
53186_0,24,128,0,5,4,1
53187_0,88,0,32,5,39,12
53188_0,77,0,2,8,26,11
53191_0,44,128,2,5,11,2
53192_0,18,128,0,9,3,1
53193_0,9,136,0,0,1,0
53194_0,20,136,2,4.5,3,1
53195_0,23,136,2,6,3,1
53197_0,21,128,2,8,4,2
53198_0,55,128,0,4,14,2
53199_0,29,128,0,6,5,1
53200_0,45,128,0,5,12,2
53201_0,62,136,2,4,15,2
53202_0,39,128,2,5,9,2
53203_0,13,128,0,7,2,1
53205_0,17,128,0,8,2,1
53206_0,87,1,32,1,48,5
53207_0,10,128,0,6,2,1
53208_0,50,9,2,9,11,3
53209_0,27,128,2,5,5,1.5
53210_0,13,160,0,7,2,1
53211_0,24,128,0,7,4,2
53212_0,33,128,0,5,6,1
53213_0,43,128,2,5,12,2
53214_0,21,128,0,7,4,2
53215_0,14,128,2,3,2,1
53216_0,82,1,2,7,29,11
53217_0,38,136,2,4,6,1
53218_0,17,128,2,7,3,1
53219_0,31,136,2,6,7,1
53220_0,68,0,2,9,17,5
53221_0,42,128,2,5,10,2
53222_0,46,128,2,5,10,2
53223_0,45,129,2,4,9,1
53224_0,5,160,18,4.5,1,1
53225_0,34,128,0,5,7,1
53226_0,28,128,2,5,4,1
53227_0,24,128,2,5,5,1
53229_0,59,128,0,4,18,2
53230_0,11,128,0,6,2,1
53232_0,56,4,2,9,13,4
53233_0,63,4,2,10,17,9
53234_0,11,128,2,7,2,1
53235_0,11,129,2,6,2,1
53236_0,84,1,32,7,33,10
53237_0,16,128,2,6,3,1
53238_0,41,129,2,5,8,1
53239_0,20,136,2,5,3,1
53240_0,10,128,0,0,1,0
53242_0,44,129,2,5,10,2
53243_0,35,136,2,5,7,1
53244_0,59,128,2,4,16,2
53245_0,10,136,0,5,2,1
53247_0,40,128,2,5,8,2
53248_0,19,128,0,8,3,2
53249_0,10,136,0,0,1,0
53252_0,54,128,2,4,14,2
53253_0,47,128,2,4,13,2
53254_0,50,4,2,9,11,3
53256_0,13,128,0,7,2,1
53257_0,46,128,0,4,10,1
53258_0,25,128,2,6,6,2
53259_0,19,130,2,4,3,1
53260_0,13,128,0,7,2,1
53261_0,17,137,2,4,3,1
53262_0,30,128,0,5,6,1
53263_0,35,128,0,4,8,1
53264_0,35,136,2,4,7,1
53265_0,84,0,32,7,33,9
53266_0,7,160,2,0,1,0
53268_0,51,128,0,4,12,2
53269_0,62,0,0,9,17,5
53270_0,29,128,2,3,3,1
53271_0,13,128,2,7,2,1
53273_0,39,128,0,5,7,1
53274_0,30,128,0,6,6,2
53275_0,21,136,2,6,3,1
53276_0,49,128,0,4,12,1
53277_0,7,136,0,0,1,0
53278_0,22,136,2,5,3,1
53279_0,33,136,2,5,6,1
53280_0,18,128,0,8,3,1
53281_0,35,136,2,5,7,1
53282_0,94,8,97,7,54,6
53283_0,12,128,2,6,2,1
53284_0,12,136,2,5,2,1
53285_0,10,128,0,6,2,1
53286_0,16,128,0,9,3,1
53287_0,69,128,2,4,22,2
53288_0,9,136,8,6,1,1
53289_0,9,128,0,0,1,0
53290_0,68,8,2,9,18,6
53291_0,68,0,2,10,18,9
53292_0,39,128,0,5,10,2
53293_0,29,128,0,6,5,1
53294_0,10,136,0,5,2,1
53295_0,16,136,2,4.5,3,1
53296_0,18,128,0,5,3,1
53297_0,31,128,2,2,6,1
53298_0,14,136,2,5,2,1
53299_0,47,128,2,4,12,2
53301_0,22,160,8,6,3,1
53304_0,52,129,2,4,12,2
53306_0,65,8,2,9,16,7
53307_0,82,8,32,7,30,10
53308_0,26,136,2,5,5,1
53309_0,49,128,2,5,11,2
53310_0,12,136,2,6,2,1
53311_0,48,129,0,5,10,2
53312_0,12,136,0,6,2,1
53313_0,10,160,2,0,1,0
53315_0,30,133,2,4,5,1
53316_0,30,136,2,3,5,1
53317_0,39,5,2,9,6,3
53318_0,37,128,2,5,8,2
53319_0,9,128,0,0,1,0
53320_0,49,8,2,8,9,2
53321_0,18,128,0,7,3,2
53322_0,22,128,0,8,3,1
53323_0,10,128,2,0,1,0
53324_0,10,160,2,4,2,1
53326_0,57,8,2,9,15,4
53328_0,14,128,2,3,2,1
53330_0,13,160,2,7,2,1
53331_0,80,8,10,7.5,27,11
53332_0,20,128,2,7,3,1
53333_0,10,128,0,6,2,1
53334_0,2,160,97,2,0,0.5
53335_0,81,0,10,7,31,12
53336_0,20,128,2,8,3,1
53337_0,35,128,2,6,7,2
53338_0,30,128,0,6,6,2
53339_0,31,136,2,4,6,1
53340_0,7,160,8,0,1,0
53341_0,50,8,2,9,10,3
53343_0,76,0,2,8,22,10
53344_0,18,136,2,5,3,1
53345_0,36,128,2,5,8,1
53346_0,29,128,2,6,6,2
53348_0,32,128,0,6,6,2
53349_0,10,136,2,0,1,0
53350_0,22,136,2,5,5,1
53351_0,33,128,2,6,7,2
53352_0,35,128,2,5,7,1
53353_0,14,128,0,7,2,1
53354_0,78,0,32,7,28,12
53355_0,31,136,2,4,5,1
53356_0,13,136,0,7,2,1
53357_0,67,4,32,7,17,9
53358_0,23,136,2,0,3,0
53359_0,91,8,97,8,49,10.5
53361_0,76,0,2,8,25,11
53362_0,40,128,2,5,9,2
53363_0,36,129,2,5,7,1
53364_0,55,128,2,4,13,2
53365_0,12,128,0,6,2,1
53367_0,35,128,2,5,6,2
53368_0,11,128,0,6,2,1
53369_0,13,128,0,7,2,1
53370_0,52,128,2,4,14,2
53371_0,7,160,0,0,1,0
53372_0,69,0,2,9,19,6
53373_0,13,128,0,7,2,1
53375_0,9,128,2,0,1,0
53376_0,61,8,0,9,15,4
53378_0,10,128,0,6,2,1
53379_0,73,8,2,9,22,11
53380_0,31,128,2,7,8,2
53381_0,19,128,2,7,3,2
53382_0,13,128,0,7,2,1
53383_0,34,128,0,5,9,2
53384_0,33,128,0,5,8,2
53385_0,13,128,0,7,2,1
53386_0,29,128,2,5,5,1
53388_0,34,136,0,5,7,1
53389_0,25,128,2,6,3,1
53390_0,61,130,2,4,14,2
53391_0,77,0,2,8,24,11
53392_0,33,128,2,5,6,1
53393_0,39,128,2,4,7,1
53395_0,20,128,0,8,3,1
53396_0,13,128,0,7,2,1
53397_0,45,136,0,4,8,1
53398_0,68,0,2,9,19,7.5
53399_0,37,129,0,4,9,1
53400_0,33,128,2,6,8,2
53401_0,27,136,8,4,4,1
53403_0,18,129,2,6,3,1
53404_0,51,4,2,8,10,3
53405_0,24,128,0,5,5,1
53406_0,29,128,0,6,6,1
53407_0,10,160,2,0,1,0
53408_0,40,128,0,4,8,1
53409_0,31,128,2,5,6,1
53411_0,36,128,2,6,7,1
53412_0,65,0,0,9,16,4
53413_0,14,160,2,5,3,1
53415_0,65,0,2,9,19,8
53416_0,42,136,2,4,7,1
53417_0,39,128,2,3,7,1
53418_0,38,128,2,5,10,2
53420_0,10,136,0,0,1,0
53421_0,56,0,0,8,11,3
53422_0,20,128,2,8,3,1
53423_0,80,0,2,7.5,28,12
53424_0,25,129,2,6,4,1
53426_0,35,136,2,5,5,1
53427_0,10,136,0,6,2,1
53429_0,56,132,2,5,14,2
53430_0,36,128,2,4,7,1
53431_0,88,1,32,7,35,12
53432_0,44,128,2,5,12,2
53433_0,62,4,2,10,16,6
53434_0,32,128,2,4,6,1
53435_0,50,4,2,9,9,3
53436_0,20,136,2,5,3,1
53438_0,13,136,0,7,2,1
53439_0,87,0,18,6,36,12
53440_0,56,8,2,9,12,3
53441_0,11,128,0,6,2,1
53442_0,36,128,0,5,7,1
53443_0,36,136,0,5,8,1
53444_0,26,136,2,4,3,1
53445_0,23,136,2,4,3,1
53446_0,26,128,0,5.5,5,2
53447_0,24,128,2,5,5,1
53448_0,44,128,2,4,8,1
53450_0,18,128,0,8,3,1
53451_0,21,128,0,9,3,1
53452_0,29,129,0,5,6,1
53453_0,15,128,0,7,2,1
53454_0,38,128,2,5,7,1
53455_0,25,128,2,5,5,1
53456_0,44,136,2,4,10,1
53457_0,13,128,0,6,2,1
53458_0,17,130,2,5,3,1
53459_0,39,128,2,5,9,2
53461_0,9,128,2,0,1,0
53462_0,13,128,0,7,2,1
53463_0,40,128,0,5,9,1
53464_0,32,128,0,6,8,2
53465_0,21,128,0,5,3,1
53466_0,7,160,0,0,1,0
53467_0,10,128,2,6,2,1
53469_0,10,136,0,0,1,0
53470_0,51,128,2,4,14,2
53471_0,13,136,2,5.5,2,1
53473_0,11,160,0,6,2,1
53474_0,7,32,97,10,1,2
53476_0,27,129,0,5,5,1
53477_0,30,128,2,5,6,1
53478_0,47,136,2,3,9,1
53479_0,33,128,0,5,7,1
53480_0,7,128,0,0,1,0
53481_0,8,128,0,0,1,0
53482_0,12,136,0,6,2,1
53483_0,61,32,8,7,13,4
53484_0,12,128,0,6,2,1
53485_0,41,132,2,4,7,1
53486_0,41,128,2,5,10,2
53487_0,28,136,2,6,5,1
53488_0,21,129,2,6,3,1
53489_0,11,128,0,6,2,1
53490_0,34,128,2,5,6,1
53491_0,94,8,97,6,54,4
53492_0,31,128,2,6,6,2
53493_0,33,136,0,4,6,1
53494_0,44,128,2,5,11,2
53495_0,56,8,2,9,15,4
53496_0,44,128,2,5,12,2
53497_0,33,128,0,6,8,2
53498_0,37,128,2,6,10,2
53500_0,21,128,2,7,4,2
53501_0,20,136,2,5,3,1
53502_0,42,128,0,5,10,2
53503_0,34,129,2,3,6,1
53504_0,42,128,0,3,7,1
53505_0,29,129,0,6,5,1
53506_0,19,128,0,6,3,1
53508_0,24,130,0,4,6,1
53509_0,10,136,0,6,2,1
53510_0,31,128,0,4,5,1
53511_0,42,128,0,4,8,1
53512_0,11,136,2,5,2,1
53513_0,10,128,0,6,2,1
53514_0,75,0,2,7,21,9
53515_0,8,160,0,0,1,0
53517_0,25,128,2,6,3,1
53518_0,39,128,2,5,10,2
53520_0,39,8,2,9,7,3
53521_0,22,128,2,5,4,1
53523_0,45,128,0,4,8,1
53524_0,21,128,2,7,4,2
53525_0,20,136,8,1.5,3,1
53529_0,62,0,2,9,15,4
53530_0,41,128,2,5,10,2
53531_0,9,128,0,0,1,0
53532_0,52,128,0,4,14,2
53533_0,30,128,0,5.5,6,1
53534_0,31,128,2,6,7,2
53535_0,22,136,2,4,3,1
53536_0,61,0,2,9,14,4
53537_0,11,136,0,6,2,1
53539_0,55,128,2,4,16,2
53540_0,9,160,0,0,1,0
53541_0,20,128,2,5,3,1
53542_0,64,128,0,4,20,2
53543_0,31,136,2,4,5,1
53545_0,43,128,2,4,8,1
53546_0,27,160,2,5,4,1
53547_0,44,128,0,5,9,1
53548_0,30,132,2,5,6,1
53549_0,62,128,2,4,17,2
53550_0,81,0,2,7,29,12
53551_0,55,128,2,5,12,2
53552_0,44,128,0,4,8,1
53553_0,9,136,2,0,1,0
53554_0,42,128,0,4,11,2
53555_0,7,160,0,0,1,0
53556_0,64,128,2,4,20,2
53557_0,64,1,2,10,17,9
53558_0,43,128,2,4,10,2
53560_0,26,128,0,5,5,1
53561_0,94,8,97,8,56,4
53562_0,10,128,0,5,2,1
53563_0,37,128,0,4,8,1
53564_0,34,132,2,5,7,2
53565_0,20,128,2,7,3,1
53567_0,14,136,2,6,2,1
53568_0,14,128,0,7,2,1
53569_0,71,0,2,9,22,10
53570_0,33,136,2,5,5,1
53571_0,37,128,2,5,8,2
53572_0,16,136,2,5,2,1
53573_0,17,136,2,4,3,1
53574_0,55,8,2,9,13,4
53575_0,51,128,0,5,12,2
53576_0,93,8,34,7,52,9.5
53577_0,32,128,2,7,8,2
53578_0,13,128,0,7,2,1
53579_0,16,128,2,4,3,1
53580_0,47,128,2,5,12,2
53581_0,93,0,34,3,53,8.5
53583_0,44,128,2,3,8,1
53584_0,93,8,34,4,52,7.5
53585_0,47,8,2,9,10,3
53586_0,69,8,2,9,19,5
53587_0,38,136,2,5,7,2
53588_0,25,128,0,6,5,1
53589_0,46,0,2,9,9,3
53590_0,22,136,2,5,3,1
53591_0,67,8,2,8,18,4.5
53592_0,12,136,0,7,2,1
53593_0,23,128,0,7,4,1
53594_0,9,128,0,0,1,0
53596_0,93,8,97,8,51,7
53597_0,79,1,2,8,28,11
53599_0,34,128,2,7,6,1
53600_0,45,128,2,3,9,1
53601_0,39,128,2,5,7,1
53602_0,42,128,2,5,9,2
53603_0,12,128,0,6,2,1
53605_0,21,128,2,6,3,1
53606_0,18,136,2,9,3,1
53607_0,11,128,0,6,2,1
53608_0,46,128,2,5,10,2
53609_0,19,128,2,8,3,2
53610_0,87,0,32,6,36,11.5
53612_0,39,128,0,5,10,2
53613_0,53,1,0,9,11,3
53614_0,68,0,2,8,18,6
53615_0,23,136,2,5,4,1
53617_0,64,128,2,4,16,2
53618_0,27,136,8,5,3,1
53619_0,38,128,0,5,7,1
53620_0,85,0,2,7,34,12
53621_0,16,136,2,5,3,1
53622_0,7,160,0,0,1,0
53625_0,9,136,2,0,1,0
53626_0,31,128,2,7,6,1
53627_0,18,128,2,7,3,1
53629_0,74,1,2,8,23,11
53630_0,50,128,2,4,12,2
53631_0,78,0,2,8,29,12
53632_0,45,128,2,4,11,2
53634_0,6,160,97,0,1,0
53635_0,17,129,0,8,3,1
53636_0,9,128,2,0,1,0
53637_0,13,128,0,7,2,1
53638_0,44,128,2,5,9,1
53641_0,48,129,2,3,10,1
53642_0,5,160,97,6,1,1
53643_0,69,0,2,9,19,10
53644_0,15,128,2,8,2,1
53645_0,10,160,0,0,1,0
53646_0,10,128,0,6,2,1
53647_0,31,128,2,6,8,2
53648_0,11,128,0,6,2,1
53649_0,42,128,0,5,10,2
53650_0,7,136,0,0,1,0
53651_0,28,128,2,5,6,2
53652_0,54,1,2,8.5,12,3
53654_0,10,128,2,6,2,1
53655_0,6,160,97,0,1,0
53657_0,68,0,2,9,19,6.5
53658_0,23,136,0,5,3,1
53659_0,11,136,2,6,2,1
53661_0,78,0,2,8,27,11
53662_0,80,0,2,7,29,12
53664_0,9,128,0,0,1,0
53665_0,19,128,0,7,3,1
53666_0,45,128,0,5,10,2
53667_0,40,128,0,5,8,1
53668_0,28,128,2,0,4,0
53669_0,19,128,0,8,3,2
53670_0,40,133,2,4,9,1
53672_0,28,129,2,4,5,1
53674_0,67,4,2,10,18,9
53676_0,28,129,0,6,5,1
53677_0,56,128,0,4,15,2
53678_0,34,128,0,5,10,2
53681_0,91,0,32,4.5,42,10
53682_0,46,128,0,4,12,2
53683_0,45,8,2,10,9,3
53684_0,36,136,0,4,8,1
53686_0,28,128,2,5,5,1
53688_0,34,128,2,4,6,1
53689_0,67,1,2,9,21,10
53690_0,10,128,0,6,2,1
53691_0,47,128,2,4,12,2
53692_0,18,128,2,9,3,1
53693_0,59,1,2,7,14,3
53694_0,43,128,0,5,12,2
53695_0,7,136,0,0,1,0
53697_0,21,128,0,7,4,1
53698_0,9,136,0,0,1,0
53699_0,35,128,0,6,10,2
53700_0,24,128,2,5,3,1
53704_0,43,128,2,4,11,2
53705_0,51,128,2,3,9,1
53707_0,16,128,0,8,2,1
53708_0,46,128,0,5,12,2
53709_0,42,128,2,5,11,2
53710_0,29,136,2,5,5,1
53711_0,42,136,2,5,9,1
53712_0,11,136,2,6,2,1
53714_0,33,136,0,6,8,2
53715_0,14,128,0,7,2,1
53716_0,10,160,18,4.5,2,1
53717_0,15,128,0,7,2,1
53718_0,22,128,0,6,4,1
53719_0,41,4,2,8,8,2
53721_0,24,136,2,7,4,1
53722_0,17,128,2,7,3,1
53723_0,65,128,0,4,18,2
53726_0,32,8,97,10,7,10
53727_0,1,160,97,5.5,0,1
53728_0,11,128,2,7,2,1
53730_0,13,128,2,7,2,1
53731_0,5,160,97,6,1,1
53732_0,8,128,0,0,1,0
53733_0,41,4,2,9,6,3
53734_0,23,136,2,5,3,1
53735_0,24,136,2,5,4,1
53736_0,9,160,0,0,1,0
53737_0,75,0,0,9,23,11
53739_0,20,136,2,4,3,1
53740_0,16,128,0,7,2,1
53741_0,73,0,2,9,21,10
53742_0,12,136,0,7,2,1
53743_0,67,0,2,9,19,9
53744_0,10,128,0,6,2,1
53747_0,15,128,0,8,2,1
53748_0,11,128,2,6,2,1
53749_0,57,128,0,4,15,2
53750_0,20,128,2,7,3,2
53751_0,55,1,2,9,14,5.5
53753_0,14,129,16,3,3,1
53754_0,85,0,16,6,33,11
53755_0,15,128,0,7,2,1
53756_0,58,8,2,9,14,4
53757_0,32,128,2,7,8,2
53758_0,29,128,2,6,5,1
53759_0,39,128,0,5,7,1
53760_0,79,0,2,8,26,11
53761_0,33,128,2,5,7,1
53762_0,61,128,0,4,16,2
53764_0,34,128,0,5,7,1
53765_0,48,128,2,5,13,2
53767_0,38,128,2,5,9,2
53768_0,45,128,2,4,7,1
53769_0,10,128,0,5,2,1
53770_0,58,8,2,10,13,4
53773_0,93,8,97,8,53,4
53774_0,43,136,2,5,7,1
53775_0,59,5,2,9,15,4
53776_0,9,136,0,0,1,0
53777_0,40,128,2,5,8,1
53778_0,52,129,0,4,14,2
53779_0,58,2,2,8,14,4
53780_0,28,128,0,6,5,2
53781_0,49,128,2,4,13,2
53782_0,88,0,32,6,39,12
53783_0,60,0,0,9,15,4
53784_0,40,136,2,5,9,2
53785_0,70,0,2,10,22,10
53786_0,22,161,2,4,4,1
53787_0,77,8,2,8,27,11
53788_0,77,9,16,7,22,5
53789_0,26,160,2,6,5,1
53790_0,43,128,0,5,10,2
53791_0,33,2,2,9,6,2
53792_0,51,128,2,4,12,2
53793_0,24,128,0,3,3,1
53794_0,68,4,2,8,21,11
53795_0,15,128,0,7,2,1
53796_0,20,128,2,6,3,2
53797_0,39,128,2,5,10,2
53798_0,58,8,2,9,15,4
53799_0,30,128,2,6,5,1
53800_0,51,128,2,4,13,2
53801_0,26,128,2,6,4,2
53802_0,81,0,2,6,29,11
53803_0,31,128,2,6,7,2
53804_0,50,128,0,4,12,1
53805_0,32,128,0,7,7,2
53806_0,13,128,0,7,2,1
53808_0,31,129,2,4,5,1
53810_0,50,128,2,4,12,1
53811_0,46,128,0,5,12,2
53812_0,59,128,2,4,15,2
53813_0,35,136,2,5,7,1
53814_0,13,128,0,7,2,1
53815_0,7,136,0,0,1,0
53820_0,9,160,8,5,1,1
53821_0,72,0,2,8,20,10
53825_0,65,0,2,8.5,17,4
53826_0,13,132,2,5,2,1
53827_0,18,128,2,8,3,1
53829_0,92,0,34,5,49,10
53830_0,70,0,0,10,21,10
53831_0,72,4,2,9,22,10
53832_0,92,1,97,5,51,10
53833_0,79,0,2,8,26,12
53834_0,10,136,0,0,1,0
53835_0,14,136,0,7,2,1
53836_0,27,128,2,5.5,5,1
53837_0,18,136,0,8,3,1
53838_0,30,132,8,4,5,1
53840_0,12,132,2,6,2,1
53841_0,31,132,2,5,5,1
53842_0,46,128,2,5,9,2
53843_0,24,128,0,7,5,2
53844_0,53,128,2,4,13,2
53846_0,30,128,2,6,6,1
53847_0,45,136,0,4,8,1
53849_0,40,32,2,9,6,2
53850_0,10,128,0,0,1,0
53851_0,18,128,0,8,3,1
53852_0,19,128,0,5,4,1
53854_0,42,128,2,5,9,1
53855_0,14,128,2,7,2,1
53856_0,45,4,2,9,7,2
53857_0,22,129,2,8,4,1
53858_0,37,136,2,6,7,1
53861_0,10,128,0,0,1,0
53862_0,31,136,0,4,5,1
53863_0,44,128,2,5,11,2
53864_0,64,0,2,9,16,5
53865_0,57,0,0,9,13,4
53867_0,20,128,0,8,3,1
53868_0,25,8,97,9,5,3
53869_0,14,128,0,7,2,1
53871_0,45,137,2,3,8,1
53873_0,25,128,2,5,5,1
53874_0,42,128,0,5,10,2
53875_0,34,128,0,5,7,1
53876_0,27,136,2,6,4,1
53877_0,14,136,0,7,2,1
53878_0,18,136,10,4,3,1
53879_0,56,0,2,9,14,4
53881_0,56,8,2,9,13,3
53882_0,30,128,0,6,7,2
53883_0,26,128,2,4,6,1
53885_0,28,129,2,6,5,1
53886_0,82,0,2,7,30,11
53887_0,62,128,2,4.5,14,2
53888_0,0,160,97,6,0,1
53889_0,86,0,32,6,38,11
53890_0,26,136,2,5,5,1
53891_0,68,0,2,9,18,6
53892_0,43,128,0,4,9,1
53893_0,7,160,0,0,1,0
53895_0,59,8,2,9,14,4
53896_0,10,136,2,6,2,1
53898_0,31,128,0,7,6,2
53900_0,10,136,2,5,2,1
53901_0,86,0,18,6,36,11
53902_0,58,4,2,9,15,4
53903_0,21,160,2,5,3,1
53904_0,24,128,0,6,4,1
53905_0,11,160,2,4,2,1
53906_0,37,128,2,5,7,1
53907_0,65,0,2,9,16,5
53909_0,33,128,0,5,7,1
53910_0,31,136,2,5,6,1
53911_0,15,136,2,7,2,1
53913_0,10,136,0,5.5,2,1
53915_0,85,0,32,6,33,11.5
53916_0,63,8,2,9,15,4
53918_0,49,128,2,4,13,2
53919_0,16,128,0,7,3,1
53920_0,70,0,2,8,18,5
53921_0,12,128,0,6,2,1
53922_0,13,128,0,7,2,1
53923_0,32,136,2,4,6,1
53924_0,23,128,0,6,4,1
53925_0,54,128,0,4,12,2
53926_0,24,128,0,6,4,1
53929_0,46,128,0,5,10,1
53930_0,15,136,2,7,3,1
53931_0,72,0,0,8,21,6.5
53932_0,75,9,8,8,23,10
53933_0,14,128,0,7,2,1
53934_0,33,128,2,5,7,1
53936_0,64,0,2,9,16,5
