system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev
53937_0,12,160,2,6,2,1
53938_0,26,136,2,4,3,1
53939_0,47,128,2,3,9,1
53941_0,28,128,0,6,5,1
53943_0,20,136,2,7,3,1
53944_0,37,136,2,5,6,1
53945_0,15,136,0,6,2,1
53946_0,47,128,0,5,10,2
53947_0,36,128,2,6,9,2
53948_0,13,128,0,7,2,1
53949_0,78,0,2,8,27,11
53950_0,15,136,2,7,2,1
53951_0,24,136,2,6,3,1
53952_0,10,128,0,6,2,1
53953_0,46,128,0,5,12,2
53954_0,56,4,10,7.5,14,11
53955_0,15,128,0,7,2,1
53956_0,14,128,0,7.5,2,1
53957_0,47,129,0,4,9,1
53958_0,62,8,2,9,16,5
53959_0,33,128,2,5,7,1
53961_0,9,128,0,0,1,0
53964_0,34,128,2,7,6,1
53966_0,24,128,2,6,4,1
53967_0,10,128,0,0,1,0
53968_0,43,136,2,4,8,1
53969_0,25,136,2,4,3,1
53970_0,36,128,0,6,8,2
53971_0,20,136,2,5,3,1
53973_0,19,128,0,8,3,2
53974_0,19,128,0,9,3,1
53976_0,10,128,2,0,1,0
53977_0,55,128,2,4,15,2
53978_0,12,129,0,7,2,1
53979_0,28,128,0,6,6,2
53980_0,35,129,0,5,6,1
53981_0,84,8,32,6,33,10
53982_0,58,128,2,4,16,2
53983_0,9,128,0,0,1,0
53984_0,8,128,2,0,1,0
53986_0,43,136,2,4,8,1
53987_0,88,1,32,6,39,11
53988_0,77,0,2,8,23,11
53989_0,25,132,2,5,3,1
53990_0,21,128,2,7,4,2
53991_0,10,136,2,0,1,0
53992_0,12,128,0,7,2,1
53994_0,26,136,2,4,5,1
53996_0,10,160,2,0,1,0
53997_0,72,0,2,9,21,10
53998_0,45,128,2,3,7,1
53999_0,11,128,0,7,2,1
54000_0,31,128,2,6,7,2
54001_0,65,0,2,10,16,5
54002_0,11,128,2,7,2,1
54003_0,31,136,2,5,6,1
54004_0,16,128,2,7,3,1
54005_0,48,128,0,3,9,1
54006_0,20,132,2,5,4,1
54008_0,50,128,0,4,14,2
54009_0,66,4,2,9,15,4
54012_0,24,132,2,5,5,1
54013_0,7,160,0,0,1,0
54015_0,27,136,2,5,5,1
54017_0,10,136,0,6,2,1
54018_0,86,1,2,2,42,5
54019_0,32,128,2,6,8,2
54020_0,77,0,2,7,29,11
54021_0,9,160,8,5,1,1
54022_0,25,136,0,6,5,1
54023_0,57,0,2,9,12,3
54024_0,50,128,2,5,12,2
54025_0,28,128,0,6,5,1
54026_0,6,160,16,6,1,1
54027_0,34,128,2,6,8,2
54028_0,14,128,2,7,2,1
54029_0,67,0,2,9,17,6
54030_0,51,4,2,9,10,2
54031_0,46,128,0,4,13,2
54032_0,15,136,2,4,2,1
54036_0,20,128,0,8,3,2
54039_0,36,128,2,4,6,1
54040_0,10,128,2,6,2,1
54041_0,20,132,2,5,3,1
54042_0,24,136,2,6,3,1
54043_0,48,128,0,5,12,2
54044_0,21,136,8,4,3,1
54046_0,36,128,2,5,7,1
54047_0,43,128,2,4,7,1
54048_0,93,8,97,6.5,52,8
54049_0,28,129,2,4,5,1
54050_0,18,129,2,7,3,2
54051_0,25,161,2,6,4,1
54052_0,89,0,32,5,40,11
54053_0,78,0,2,8,22,10
54054_0,58,8,2,9,16,9
54055_0,20,128,0,7,3,1
54056_0,17,128,0,9,3,1
54057_0,27,136,2,4,3,1
54058_0,19,160,2,5,3,1
54059_0,40,128,0,4,7,1
54061_0,38,132,2,5,7,1
54063_0,9,160,2,0,1,0
54066_0,13,128,0,7,2,1
54068_0,20,128,0,8,3,1
54069_0,30,128,2,6,6,1
54070_0,44,128,0,5,11,2
54071_0,28,128,0,3,5,1
54072_0,17,128,2,8,3,1
54073_0,48,128,2,4,13,2
54075_0,72,8,2,8,20,10
54076_0,28,128,0,6,5,1
54077_0,20,128,0,9,3,1
54078_0,25,128,2,6,4,1.5
54079_0,44,128,2,5,11,2
54080_0,43,136,2,4,7,1
54081_0,21,136,2,6,4,1
54082_0,69,0,2,9,20,9
54083_0,43,128,2,4,11,2
54085_0,17,128,2,7,3,1
54086_0,47,136,0,3,9,1
54087_0,56,128,2,4,15,2
54089_0,90,8,34,7,36,10
54090_0,39,128,2,5,7,1
54091_0,25,128,0,7,4,2
54092_0,10,128,2,6,2,1
54093_0,38,128,0,6,9,2
54094_0,49,132,2,5,13,2
54095_0,50,8,2,9,10,3
54096_0,29,128,2,5,5,1
54097_0,29,128,0,6,6,1
54098_0,34,128,2,6,8,2
54101_0,83,0,32,6,30,10.5
54102_0,23,136,2,5,3,1
54103_0,34,128,2,6,8,2
54104_0,9,128,0,0,1,0
54105_0,20,32,97,9,3,2
54106_0,54,128,0,4,14,2
54108_0,50,136,2,4,12,2
54109_0,64,1,2,10,17,5
54110_0,49,128,2,4,12,1
54112_0,10,128,0,0,1,0
54114_0,59,5,2,9,15,8.5
54115_0,61,8,2,8,16,11
54116_0,41,128,2,3.5,7,1
54117_0,27,129,0,6,6,1
54118_0,34,128,0,5,9,2
54119_0,16,128,2,8,3,1
54120_0,31,128,2,4,6,1
54121_0,40,128,2,5,9,2
54122_0,43,128,0,5,10,2
54123_0,12,136,0,6,2,1
54124_0,33,128,2,6,7,2
54125_0,42,128,0,5,9,2
54126_0,23,128,2,5,3,1
54127_0,91,8,97,7,48,9
54129_0,15,136,2,6,2,1
54130_0,11,128,0,7,2,1
54132_0,33,129,0,5,7,1
54133_0,0,160,97,5,0,1
54134_0,66,4,2,8,17,8.5
54135_0,9,136,0,0,1,0
54136_0,48,136,2,4,9,1
54137_0,37,128,2,5,7,1
54138_0,64,8,2,9,18,4.5
54139_0,52,128,2,4,13,2
54140_0,13,136,0,7,2,1
54141_0,46,128,0,4,12,2
54142_0,16,128,0,9,3,1
54143_0,25,130,2,4,3,1
54144_0,18,128,0,9,3,1
54146_0,10,128,0,0,1,0
54147_0,36,132,2,5,6,1
54148_0,46,129,2,5,10,1.5
54149_0,14,128,0,7,2,1
54150_0,54,4,2,8.5,13,4.5
54151_0,9,136,0,0,1,0
54152_0,35,128,0,6,6,1
54153_0,31,128,2,7,7,2
54154_0,10,128,0,6,2,1
54156_0,44,128,0,5,12,2
54159_0,51,129,2,5,11,2
54160_0,56,8,2,10,11,4
54161_0,74,9,2,8,21,11
54162_0,25,128,2,5,4,1
54163_0,83,0,2,7,29,12
54164_0,15,128,2,8,2,1
54165_0,49,8,2,9,10,3
54166_0,52,8,2,9,10,3
54167_0,81,8,18,7,25,9
54168_0,90,0,32,5,44,11
54169_0,41,128,0,4,9,1
54170_0,41,128,0,5,8,1
54172_0,24,128,2,5,4,1
54174_0,78,0,2,8,29,11
54175_0,10,128,2,0,1,0
54176_0,12,128,0,6.5,2,1
54179_0,78,0,2,7,26,11
54180_0,41,136,2,5,8,1
54181_0,21,128,2,8,4,2
54182_0,41,128,2,5,10,2
54183_0,20,128,2,8,3,2
54184_0,85,0,2,6,33,12
54187_0,35,128,2,5,8,2
54188_0,22,128,0,7,4,2
54189_0,56,8,2,9,12,3
54191_0,38,136,2,4,7,1
54192_0,9,160,8,5,1,1
54193_0,43,128,0,4,10,1
54194_0,61,128,0,4,17,2
54197_0,20,136,2,5,3,1
54198_0,33,128,0,6,8,2
54199_0,50,128,2,5,11,2
54200_0,86,0,32,5,36,12
54201_0,24,4,97,9,5,3.5
54202_0,92,0,34,4,49,9
54203_0,80,8,2,8,25,11
54204_0,53,128,2,5,12,2
54205_0,76,0,2,8,27,11
54206_0,44,129,0,5,9,2
54208_0,13,136,0,7,2,1
54209_0,38,128,0,4,9,1
54210_0,35,128,0,5,8,2
54212_0,17,128,0,7,3,1
54213_0,32,136,2,4,7,1
54217_0,13,128,0,7,2,1
54218_0,28,128,2,6,4,2
54219_0,34,128,0,5,8,1
54220_0,75,0,0,9,24,11
54221_0,38,128,2,5,7,1
54222_0,31,128,2,6,6,1
54224_0,57,0,2,9,14,4
54225_0,46,128,0,5,12,2
54226_0,44,128,2,4,8,1
54227_0,47,128,2,4,13,2
54229_0,57,0,2,9,15,4
54232_0,51,4,2,8,12,3
54233_0,55,128,2,4,14,2
54234_0,50,128,2,4,14,2
54235_0,27,128,0,6,5,1
54237_0,37,128,2,6,9,2
54238_0,53,128,0,4,13,2
54239_0,58,4,2,9,11,4
54240_0,38,128,2,5,9,2
54241_0,14,128,0,6,2,1
54243_0,78,0,2,8,28,11
54244_0,13,136,0,7,2,1
54246_0,72,0,0,9,21,10
54247_0,81,0,2,7,30,11
54248_0,10,128,0,6,2,1
54249_0,14,136,2,7,2,1
54250_0,25,128,2,6,4,1
54251_0,11,136,0,6,2,1
54252_0,48,128,2,4,12,2
54254_0,13,128,2,7,2,1
54255_0,44,128,2,5,11,2
54257_0,35,128,2,6,8,2
54258_0,15,128,2,7,2,1
54259_0,7,136,0,0,1,0
54260_0,27,128,2,5,5,1
54261_0,23,128,2,7,4,2
54262_0,27,136,2,7,5,1
54263_0,17,128,2,5,3,1
54264_0,47,128,2,5,12,2
54265_0,12,136,2,5,2,1
54266_0,24,136,2,0,3,0
54267_0,29,128,2,5,5,1
54269_0,79,0,2,7,26,10
54270_0,10,136,2,5,2,1
54271_0,21,136,2,4,3,1
54272_0,37,128,0,5,8,1
54273_0,9,136,0,0,1,0
54275_0,12,129,0,6,2,1
54276_0,42,4,2,9,8,3
54277_0,19,136,0,8,3,1
54278_0,52,128,2,4,12,2
54279_0,36,128,0,5,7,1
54281_0,50,1,2,7,12,3
54282_0,19,128,2,7,3,1.5
54284_0,12,128,0,6,2,1
54287_0,82,0,16,6,30,11
54288_0,31,128,0,4,5,1
54290_0,40,128,2,5,10,2
54291_0,82,0,2,7,28,11
54293_0,65,8,2,9,17,5
54294_0,44,128,0,5,11,2
54295_0,7,136,0,0,1,0
54296_0,30,128,2,5,6,1
54297_0,30,128,2,5,6,1
54298_0,58,129,2,4,16,2
54300_0,36,136,2,5,7,1
54301_0,7,160,0,0,1,0
54304_0,25,136,2,6,3,1
54306_0,35,128,2,5,7,1
54307_0,16,128,0,7,3,1
54308_0,17,128,0,8,3,1
54309_0,75,0,2,8,23,11
54310_0,35,136,2,4,6,1
54311_0,13,128,0,7,2,1
54314_0,37,8,2,8,6,2
54316_0,46,136,2,3,7,1
54317_0,14,136,0,7,2,1
54318_0,11,128,2,6,2,1
54319_0,10,128,2,6,2,1
54320_0,10,128,0,6,2,1
54321_0,36,128,0,5,7,1
54322_0,0,160,97,7,0,1
54324_0,50,0,2,9,11,3
54325_0,47,8,0,9,8,3
54326_0,73,0,2,7,27,5
54328_0,43,129,2,5,10,2
54329_0,38,128,0,5,9,2
54330_0,37,128,2,6,8,2
54333_0,50,128,0,3,8,1
54334_0,29,128,0,5.5,5,1
54335_0,28,128,2,6,5,1
54336_0,51,128,2,5,13,2
54337_0,36,128,0,6,9,2
54339_0,12,128,0,7,2,1
54340_0,13,128,2,7,2,1
54341_0,57,0,0,9,13,3
54343_0,50,128,0,5,13,2
54345_0,26,128,0,5,4,2
54346_0,10,128,0,6,2,1
54347_0,53,128,0,4,15,1
54348_0,72,0,2,9,21,10.5
54350_0,35,128,0,5.5,8,2
54351_0,27,136,2,4,5,1
54352_0,10,136,2,0,1,0
54353_0,19,128,0,8,3,2
54355_0,37,136,2,3,6,1
54356_0,32,136,2,4,5,1
54357_0,66,0,2,10,17,5
54358_0,11,136,2,7,2,1
54360_0,31,129,0,6,7,2
54361_0,10,136,2,0,1,0
54363_0,80,0,32,7,31,12
54364_0,20,128,0,8,3,1
54365_0,40,136,2,5,7,1
54366_0,44,128,0,5,12,2
54367_0,93,8,34,6,52,8.5
54371_0,21,128,2,8,4,2
54372_0,10,128,0,0,1,0
54376_0,32,128,2,6,8,2
54377_0,41,128,2,4,10,2
54378_0,47,8,2,9,7,10
54379_0,78,0,2,7,24,11
54380_0,54,128,2,4,14,2
54381_0,58,0,2,9,13,3
54383_0,13,128,0,7,2,1
54385_0,18,136,8,3,3,1
54386_0,43,129,2,5,9,2
54387_0,9,128,0,0,1,0
54390_0,66,8,2,9,15,4
54391_0,11,128,2,6,2,1
54393_0,49,128,2,4,13,2
54394_0,40,128,2,4,10,2
54395_0,21,128,2,7,4,2
54396_0,79,0,2,7.5,28,11
54397_0,33,128,0,5,6,1
54398_0,0,160,97,0,0,0
54399_0,20,128,2,7,3,1
54401_0,24,128,0,7.5,4,2
54403_0,65,0,2,9,17,6
54404_0,34,128,2,6,8,2
54405_0,23,128,2,7,4,1
54406_0,30,128,2,3,4,1
54407_0,32,128,2,4,6,1
54409_0,35,132,2,5,7,1
54410_0,36,128,0,4,10,1
54411_0,37,128,0,5,7,1
54413_0,15,128,0,7,2,1
54414_0,26,5,97,8,3,3
54416_0,44,128,2,5,12,2
54417_0,16,136,2,6,3,1
54418_0,45,128,2,3,7,1
54419_0,27,128,0,5,5,1
54420_0,43,136,2,4,7,1
54421_0,14,128,0,7,2,1
54422_0,47,128,0,4,13,2
54423_0,36,128,0,5,7,1
54426_0,11,128,2,6,2,1
54427_0,32,128,0,5,8,2
54428_0,28,128,0,6,5,1
54429_0,31,128,0,5,6,1
54430_0,6,136,2,0,1,0
54431_0,46,4,2,8,9,2
54433_0,35,128,2,5,8,1
54434_0,9,136,0,0,1,0
54436_0,62,4,2,9,14,5
54437_0,9,136,0,0,1,0
54438_0,23,129,2,7,5,2
54439_0,56,8,2,8,12,3
54440_0,77,0,10,8,24,11
54441_0,18,160,2,0,3,0
54442_0,25,128,0,6,4,1
54443_0,40,128,0,5,10,2
54445_0,21,128,2,7,4,2
54446_0,12,136,0,6,2,1
54447_0,76,0,2,9,25,11
54448_0,26,136,0,4,5,1
54449_0,16,128,2,4,3,1
54450_0,18,128,2,6,3,1
54451_0,21,129,2,7,3,1.5
54454_0,54,128,2,4,15,2
54455_0,9,136,0,0,1,0
54456_0,9,136,0,0,1,0
54457_0,42,128,2,5,10,2
54458_0,9,160,8,4,2,1
54459_0,7,136,0,0,1,0
54460_0,39,128,2,5,7,1
54461_0,9,136,2,0,1,0
54462_0,46,8,2,9,8,4
54463_0,24,128,2,6,4,2
54465_0,19,128,2,7,4,2
54467_0,13,128,0,7,2,1
54468_0,27,128,2,5,5,1
54470_0,29,128,2,6,7,2
54471_0,64,8,0,10,17,5
54473_0,8,136,0,0,1,0
54475_0,53,4,2,9,13,4
54476_0,54,128,2,4,14,2
54477_0,51,2,2,9,9,3
54479_0,60,128,0,4,17,2
54480_0,18,128,2,6,3,1
54481_0,52,129,0,5,13,2
54482_0,41,128,0,4,10,1
54483_0,10,128,0,6,2,1
54484_0,11,128,0,6,2,1
54485_0,60,128,2,4,16,2
54486_0,66,0,0,9,18,5
54487_0,13,136,2,6,2,1
54488_0,22,136,0,8,3,1
54489_0,29,136,2,4,5,1
54493_0,10,128,0,0,1,0
54494_0,35,136,2,5,6,1
54495_0,10,128,2,6,2,1
54496_0,31,128,2,5,7,1
54497_0,33,128,2,6,8,2
54498_0,35,136,2,6,8,2
54499_0,53,4,2,9,10,3
54500_0,48,0,2,10,9,3
54501_0,28,128,2,5,5,1
54502_0,15,136,2,7,2,1
54503_0,27,136,2,4,5,1
54505_0,33,128,0,6,8,2
54506_0,10,136,0,6,2,1
54507_0,63,0,2,9,13,4
54508_0,13,136,0,7,2,1
54510_0,10,136,0,6,2,1
54512_0,12,128,2,6,2,1
54518_0,7,136,0,0,1,0
54519_0,64,8,2,9,16,4
54520_0,67,8,2,8,19,11
54521_0,78,0,0,8,24,12
54522_0,8,136,0,0,1,0
54523_0,62,8,0,9,15,4
54524_0,40,128,0,4,7,1
54525_0,60,128,0,4,16,2
54526_0,38,128,0,6,9,2
54527_0,26,4,97,9,5,3
54528_0,44,128,0,4,10,2
54529_0,55,128,0,4,14,2
54531_0,20,128,2,7,3,2
54532_0,41,129,2,5,9,1
54533_0,78,0,2,8,29,11
54534_0,32,128,0,6,6,2
54535_0,25,128,0,5,6,1
54536_0,55,4,2,9,12,4.5
54537_0,37,129,2,4,10,2
54539_0,10,136,2,0,1,0
54540_0,1,160,97,0,0,0
54541_0,10,160,2,0,1,0
54542_0,52,128,0,4,14,2
54543_0,92,8,97,8,51,9
54544_0,10,160,0,0,1,0
54546_0,19,128,2,9,3,1
54547_0,45,136,2,4,7,1
54548_0,13,128,0,7,2,1
54549_0,16,128,0,9,2,1
54551_0,63,8,2,9,17,5
54552_0,32,128,0,4,8,1
54554_0,21,128,2,8,4,2
54555_0,55,0,2,8,12,3
54556_0,44,129,2,4,9,1
54557_0,43,132,2,4,10,1
54558_0,29,128,2,6,5,1
54559_0,14,128,0,7,2,1
54560_0,56,128,0,4,16,2
54561_0,23,128,2,7,4,2
54562_0,45,4,2,9,10,3
54563_0,47,136,2,3,9,1
54565_0,18,128,2,7,3,1
54567_0,10,128,0,0,1,0
54569_0,10,136,0,6,2,1
54572_0,68,0,2,9.5,20,8.5
54573_0,36,160,2,5,7,1
54575_0,49,128,0,4,11,2
54576_0,27,128,0,5,5,1
54577_0,18,136,8,4,3,1
54578_0,31,129,0,4,6,1
54580_0,54,128,2,4,14,2
54581_0,13,136,0,7,2,1
54585_0,68,0,2,10,18,6
54586_0,46,5,2,9,7,4
54587_0,12,136,0,6,2,1
54588_0,23,128,2,8,4,2
54589_0,45,128,0,5,9,1
54590_0,32,128,2,6,7,2
54591_0,12,160,2,7,2,1
54595_0,13,136,0,7,2,1
54596_0,94,8,97,7,55,9
54598_0,25,128,2,5,4,1
54599_0,14,128,0,7,2,1
54602_0,51,4,2,10,11,4
54603_0,45,128,2,5,8,1
54604_0,9,136,0,0,1,0
54605_0,28,128,0,6,6,1
54606_0,28,128,0,6,6,1
54607_0,59,128,2,4,16,2
54608_0,40,128,0,5,10,2
54609_0,27,128,2,5,4,1
54610_0,90,8,34,6,41,9.5
54611_0,17,136,2,5,3,1
54612_0,83,0,2,7,33,11.5
54613_0,9,136,2,5,1,1
54614_0,30,128,2,6,6,1
54616_0,13,128,0,7,2,1
54617_0,43,129,0,4,7,1
54618_0,45,128,2,5,11,2
54620_0,9,160,0,0,1,0
54621_0,17,136,2,6,2,1
54622_0,24,136,0,5,4,1
54623_0,13,128,2,6,2,1
54624_0,14,128,0,7,2,1
54625_0,16,136,2,4,2,1
54626_0,10,128,2,0,1,0
54627_0,13,128,2,7,2,1
54628_0,13,128,0,7,2,1
54630_0,56,4,2,9,13,4
54631_0,39,128,2,6,10,2
54632_0,69,0,2,8,20,10
54633_0,14,136,2,4.5,3,1
54634_0,10,128,2,0,1,0
54635_0,11,160,0,6.5,2,1
54636_0,38,129,0,5,9,2
54637_0,11,128,0,7,2,1
54638_0,87,8,97,7,28,4
54639_0,39,32,2,9,7,3
54640_0,27,128,2,5,4,1
54641_0,19,136,2,5,3,1
54642_0,13,128,0,7,2,1
54643_0,21,128,2,8,3,1
54645_0,69,1,2,9,20,10
54646_0,30,133,2,5,5,1
54647_0,57,128,2,5,14,2
54648_0,43,128,2,5,10,2
54651_0,24,128,0,6,5,1
54652_0,66,0,2,9,16,4
54653_0,94,8,97,7,55,8
54655_0,22,136,0,5,3,1
54656_0,13,128,2,6,2,1
54657_0,9,136,0,0,1,0
54658_0,26,128,0,5,5,1
54660_0,46,128,2,5,12,2
54661_0,33,129,2,5,7,1
54662_0,14,128,2,7,2,1
54663_0,21,128,2,8,4,2
54664_0,25,128,2,5,5,1
54665_0,26,136,2,5,3,1
54666_0,18,128,2,8,3,1
54667_0,28,136,2,4.5,5,1
54668_0,1,160,97,7,0,1
54669_0,5,161,97,5,1,1
54670_0,63,8,2,9,19,10.5
54671_0,64,0,2,9,15,4
54672_0,22,132,2,5,3,1
54673_0,9,160,8,2,1,0.5
54674_0,46,132,2,4,10,1
54675_0,72,0,0,9,24,10
54676_0,32,128,2,5,7,2
54677_0,32,128,0,5,7,1
54680_0,12,128,0,6,2,1
54681_0,7,136,0,0,1,0
54684_0,57,8,2,8,13,4
54685_0,35,129,0,5,7,1
54686_0,37,129,0,4,6,1
54687_0,74,0,2,9,23,11
54689_0,29,128,2,5,6,1
54690_0,11,136,0,6,2,1
54691_0,89,0,32,4,41,9.5
54692_0,94,8,97,9,54,6.5
54693_0,64,128,0,4,16,2
54696_0,1,160,97,0,0,0
54697_0,77,0,2,8,26,10
54698_0,33,128,0,6,7,2
54699_0,15,128,0,7,2,1
54701_0,37,128,2,6,8,2
54702_0,40,128,2,4,7,1
54703_0,43,136,2,3,7,1
54704_0,41,129,0,5,8,2
54705_0,52,128,0,4,13,2
54706_0,9,160,2,0,1,0
54707_0,9,128,2,0,1,0
54708_0,44,129,2,5,11,2
54709_0,29,129,2,3,5,1
54710_0,45,128,2,5,9,2
54711_0,21,129,2,9,3,1
54713_0,41,128,2,5,11,2
54714_0,9,128,2,0,1,0
54715_0,39,128,0,5,9,2
54716_0,11,136,2,6,2,1
54717_0,52,0,2,9,12,3
54718_0,90,8,97,3.5,46,11
54719_0,24,136,2,4,3,1
54720_0,11,128,0,6,2,1
54721_0,44,128,0,5,11,2
54722_0,51,136,2,3,11,1
54723_0,36,136,2,5,7,1
54724_0,15,132,2,6,3,1
54725_0,32,129,2,3,6,1
54727_0,24,136,8,4,3,1
54728_0,52,129,2,4,13,2
54729_0,29,128,0,6,5,1
54730_0,9,129,0,0,1,0
54732_0,45,128,2,5,10,2
54733_0,10,128,0,0,1,0
54734_0,25,128,2,6,5,1
54735_0,13,128,0,7,2,1
54736_0,36,128,0,6,7,1
54738_0,67,0,2,9,17,9
54739_0,75,0,2,9,25,12
54740_0,10,128,0,6,2,1
54741_0,27,128,2,6,5,1
54742_0,11,128,0,6,2,1
54743_0,43,128,0,5,11,2
54744_0,25,136,2,4,4,1
54745_0,50,8,2,8,10,3
54746_0,82,0,2,7,29,11
54747_0,56,128,0,4,16,2
54748_0,10,128,0,0,1,0
54749_0,50,8,0,8,11,3
54752_0,54,0,2,10,10,3
54755_0,21,129,0,5,4,2
54756_0,33,128,2,6,7,2
54757_0,49,0,0,9,10,3
54758_0,60,8,2,7,14,11
54759_0,54,128,0,5,11,2
54760_0,69,1,2,9,20,11
54761_0,1,161,97,0,0,0
54762_0,33,128,2,6,7,2
54763_0,9,128,0,0,1,0
54764_0,34,129,0,4,7,1
54765_0,10,128,0,6,2,1
54766_0,57,128,0,3,12,1
54767_0,46,128,0,5,13,2
54768_0,38,128,0,5,7,1
54770_0,58,8,2,9,15,5
54772_0,67,0,2,10,17,5.5
54773_0,51,136,2,4,12,1.5
54774_0,15,128,0,8,2,1
54775_0,13,129,2,0,2,0
54776_0,23,128,2,6,3,1
54777_0,49,4,2,9,11,3
54778_0,41,129,0,5,7,1
54779_0,13,132,2,5,2,1
54780_0,72,0,2,8.5,22,10
54781_0,54,128,2,3,12,1
54782_0,13,128,2,7,2,1
54784_0,37,128,2,4,8,1
54788_0,38,129,2,4,9,1
54790_0,43,128,2,4,7,1
54791_0,39,128,2,6,10,2
54792_0,21,128,0,7.5,4,2
54793_0,9,136,0,0,1,0
54794_0,54,129,0,5,14,2
54796_0,20,128,0,8,3,1
54798_0,9,136,0,0,1,0
54799_0,34,128,0,6,7,2
54800_0,39,136,2,5.5,7,2
54801_0,40,128,0,4,9,1
54802_0,41,128,2,5,10,2
54804_0,13,128,2,7,2,1
54805_0,32,128,2,5,8,2
54806_0,12,128,2,7,2,1
54807_0,38,129,0,4.5,7,1
54808_0,23,128,2,7,4,2
54809_0,23,128,2,7,4,1
54810_0,11,160,10,5,2,1
54811_0,33,136,0,4,5,1
54812_0,49,129,0,5,10,2
54813_0,13,136,2,6,2,1
54814_0,47,129,0,4,12,2
54817_0,66,128,2,4,19,2
54818_0,13,128,0,6,2,1
54819_0,13,136,2,7,2,1
54820_0,12,128,2,7,2,1
54822_0,44,4,0,10,8,2
54823_0,67,0,2,10,18,5
54824_0,7,160,0,0,1,0
54826_0,33,128,2,3,6,1
54827_0,35,128,0,5,7,1
54828_0,26,128,2,7,3,1
54829_0,41,128,0,5,10,2
54830_0,9,160,10,5,1,1
54832_0,94,8,97,7,54,5
54833_0,9,128,2,0,1,0
54834_0,31,128,0,6,6,1
54835_0,13,128,0,7,2,1
54836_0,38,128,2,5,10,2
54837_0,61,129,2,3,13,1
54838_0,31,128,0,6,8,2
54839_0,87,8,34,9,38,10
54840_0,13,128,2,7,2,1
54842_0,27,128,2,5.5,5,2
54843_0,33,130,2,5,6,1
54844_0,91,0,32,5,45,12
54845_0,9,136,0,0,1,0
54846_0,51,8,2,9,9,4
54847_0,47,128,2,3,9,1
54848_0,21,128,2,8,3,2
54850_0,36,136,2,5.5,7,1
54851_0,45,128,2,5,10,2
54856_0,12,128,0,6,2,1
54857_0,39,129,2,6,9,2
54858_0,89,1,32,5.5,37,11
54861_0,40,128,2,4,7,1
54862_0,31,128,2,5,6,1
54863_0,44,128,2,4,9,1
54864_0,44,136,2,4,7,1
54865_0,19,128,2,6,3,1
54866_0,8,136,0,0,1,0
54867_0,10,128,0,6,2,1
54868_0,39,133,2,5,7,2
54870_0,37,128,2,4,10,1
54871_0,65,0,2,10,19,5
54872_0,35,128,2,6,8,2
54873_0,16,128,2,7,2,1
54874_0,21,136,2,4,3,1
54875_0,9,160,10,5,1,1
54876_0,77,0,2,9,28,11
54877_0,40,128,2,5,11,2
54878_0,16,128,0,7,3,1
54879_0,46,136,0,2.5,9,1
54880_0,19,128,2,8,3,1
54882_0,33,128,0,5,8,1
54883_0,54,129,0,5,12,2
54884_0,13,136,0,5,2,1
54885_0,57,0,0,9,14,4
54886_0,87,0,32,5,40,11
54888_0,63,8,2,9,16,8.5
54889_0,74,0,2,9,21,11
54890_0,45,128,0,4,8,1
54891_0,61,4,2,9,14,5
54892_0,19,128,0,7,3,1
54893_0,39,136,2,4,7,1
54895_0,58,136,2,5,13,2
54896_0,12,136,0,7,2,1
54897_0,80,8,18,7,29,7
54898_0,45,132,2,4,10,2
54899_0,43,136,2,5,9,1
54901_0,9,160,0,0,1,0
54902_0,63,128,2,4,18,2
54904_0,34,128,0,5,8,1
54905_0,10,136,0,0,1,0
54908_0,9,136,0,0,1,0
54909_0,29,136,2,3,5,1
54910_0,8,136,0,0,1,0
54911_0,13,128,2,7,2,1
54912_0,91,0,32,4,44,10
54913_0,47,128,0,4,14,2
54914_0,59,8,2,9,14,4
54915_0,57,0,2,9,13,4
54916_0,37,128,0,5,9,2
54917_0,54,128,2,5,13,2
54918_0,17,136,2,5,3,1
54919_0,37,128,0,5,9,2
54920_0,23,128,2,6,3,1
54921_0,71,0,2,9,21,10
54922_0,60,128,2,4,16,2
54924_0,93,0,34,3,50,9
54925_0,50,136,2,4,10,1
54926_0,46,128,0,4,9,1
54927_0,89,0,32,5,41,11
54930_0,11,128,2,6,2,1
54931_0,46,128,0,4,12,2
54933_0,18,128,0,6.5,3,1
54934_0,21,128,2,7,4,2
54935_0,12,128,2,7,2,1
54937_0,12,136,2,6,2,1
54939_0,13,128,0,7,2,1
54940_0,40,129,2,5,10,2
54941_0,70,8,2,8,20,10.5
54942_0,27,132,2,5,5,1
54943_0,79,0,10,6,27,10
54944_0,41,128,0,5,11,2
54945_0,62,128,2,4,16,2
54947_0,10,160,2,0,2,0
54948_0,10,128,2,6,2,1
54949_0,66,4,2,9,17,11
54950_0,47,128,2,3,9,1
54951_0,10,160,0,0,1,0
54952_0,6,160,18,6,1,1
54953_0,33,128,0,5,6,1
54954_0,90,0,32,5,41,11
54955_0,25,136,2,5,4,1
54956_0,35,128,0,5,6,1
54957_0,32,136,2,4,6,1
54958_0,52,128,0,4,11,2
54959_0,29,128,2,5,5,1
54960_0,12,136,0,7,2,1
54961_0,37,128,2,5,9,1
54963_0,77,0,2,8,25,11
54964_0,12,128,2,7,2,1
54965_0,8,136,0,0,1,0
